date,sku_id,region,units_ordered,price_usd,holiday_peak_flag,prime_event_flag,marketing_push_flag,weather_disruption_index,year,month,quarter,week_number,day_of_week,year_week,is_weekend
2025-07-20,SKU-102290,West,88.0,80.63,0,0,0,0.42,2025,7,3,29,6,2025-W29,1
2024-10-11,SKU-102291,East,51.0,33.19,0,1,0,-0.29,2024,10,4,41,4,2024-W41,0
2025-09-26,SKU-102292,North,40.0,33.0,0,0,0,0.48,2025,9,3,39,4,2025-W39,0
2025-05-06,SKU-102293,East,93.0,160.86,0,0,1,-1.33,2025,5,2,19,1,2025-W19,0
2024-12-22,SKU-102294,South,37.0,92.17,0,0,0,-0.69,2024,12,4,51,6,2024-W51,1
2024-10-09,SKU-102295,East,34.0,148.66,0,1,0,0.31,2024,10,4,41,2,2024-W41,0
2025-08-09,SKU-102296,East,53.0,131.68,0,0,0,2.05,2025,8,3,32,5,2025-W32,1
2025-04-23,SKU-102297,East,71.0,42.39,0,0,0,2.0,2025,4,2,17,2,2025-W17,0
2025-07-16,SKU-102298,East,69.0,98.03,0,0,0,0.53,2025,7,3,29,2,2025-W29,0
2024-12-20,SKU-102299,West,24.0,150.3,0,0,0,0.36,2024,12,4,51,4,2024-W51,0
2024-10-13,SKU-102300,South,49.0,30.35,0,1,0,0.0,2024,10,4,41,6,2024-W41,1
2025-03-11,SKU-102301,South,37.0,155.88,1,0,0,0.0,2025,3,1,11,1,2025-W11,0
2025-02-08,SKU-102302,North,28.0,179.31,1,0,0,0.11,2025,2,1,6,5,2025-W06,1
2024-11-10,SKU-102303,West,42.0,32.5,0,0,1,0.35,2024,11,4,45,6,2024-W45,1
2025-08-28,SKU-102304,West,48.0,175.7,0,0,0,1.89,2025,8,3,35,3,2025-W35,0
2024-11-01,SKU-102305,North,72.0,175.9,0,1,0,0.2,2024,11,4,44,4,2024-W44,0
2025-05-14,SKU-102306,South,56.0,32.52,0,0,0,-0.92,2025,5,2,20,2,2025-W20,0
2025-02-04,SKU-102307,South,32.0,156.22,0,0,0,-0.4,2025,2,1,6,1,2025-W06,0
2025-02-24,SKU-102308,North,34.0,131.58,1,0,0,1.54,2025,2,1,9,0,2025-W09,0
2025-04-17,SKU-102309,South,29.0,84.22,0,0,0,0.59,2025,4,2,16,3,2025-W16,0
2025-01-02,SKU-102310,North,50.0,173.95,0,0,0,0.71,2025,1,1,1,3,2025-W01,0
2025-09-11,SKU-102311,East,34.0,160.62,0,0,0,-0.16,2025,9,3,37,3,2025-W37,0
2025-09-25,SKU-102312,South,24.0,151.94,0,0,0,0.18,2025,9,3,39,3,2025-W39,0
2025-08-20,SKU-102313,East,76.0,44.2,0,0,0,-0.52,2025,8,3,34,2,2025-W34,0
2025-05-27,SKU-102314,East,30.0,187.74,0,0,0,1.45,2025,5,2,22,1,2025-W22,0
2025-03-05,SKU-102315,North,42.0,34.49,1,0,0,1.45,2025,3,1,10,2,2025-W10,0
2025-07-11,SKU-102316,North,63.0,129.48,0,0,0,-1.75,2025,7,3,28,4,2025-W28,0
2025-07-08,SKU-102317,West,49.0,130.0,0,0,0,0.3,2025,7,3,28,1,2025-W28,0
2025-07-16,SKU-102318,North,58.0,34.29,0,0,0,0.4,2025,7,3,29,2,2025-W29,0
2025-06-24,SKU-102319,South,28.0,122.23,0,0,0,0.1,2025,6,2,26,1,2025-W26,0
2025-07-05,SKU-102320,East,35.0,124.4,0,0,0,-0.46,2025,7,3,27,5,2025-W27,1
2025-06-19,SKU-102321,South,56.0,148.91,0,0,0,2.05,2025,6,2,25,3,2025-W25,0
2025-08-03,SKU-102322,South,48.0,82.67,0,0,1,-0.04,2025,8,3,31,6,2025-W31,1
2025-06-02,SKU-102323,West,80.0,150.96,0,0,1,-0.01,2025,6,2,23,0,2025-W23,0
2025-09-21,SKU-102324,West,39.0,31.15,0,0,0,-0.63,2025,9,3,38,6,2025-W38,1
2024-11-01,SKU-102325,South,57.0,193.12,0,1,0,0.2,2024,11,4,44,4,2024-W44,0
2025-07-30,SKU-102326,North,36.0,108.34,0,0,0,-0.39,2025,7,3,31,2,2025-W31,0
2025-02-24,SKU-102327,South,40.0,121.38,1,0,0,1.54,2025,2,1,9,0,2025-W09,0
2025-09-19,SKU-102328,South,48.0,174.09,0,0,0,-1.07,2025,9,3,38,4,2025-W38,0
2025-01-16,SKU-102329,East,54.0,161.28,0,0,0,-0.49,2025,1,1,3,3,2025-W03,0
2025-07-14,SKU-102330,West,60.0,192.21,0,0,0,-0.05,2025,7,3,29,0,2025-W29,0
2025-01-09,SKU-102331,North,44.0,44.46,0,0,0,0.67,2025,1,1,2,3,2025-W02,0
2025-02-21,SKU-102332,South,28.0,184.1,1,0,0,-1.1,2025,2,1,8,4,2025-W08,0
2025-09-06,SKU-102333,East,68.0,154.28,0,0,0,0.52,2025,9,3,36,5,2025-W36,1
2025-04-21,SKU-102334,South,44.0,192.38,0,0,0,-1.56,2025,4,2,17,0,2025-W17,0
2024-12-07,SKU-102335,North,55.0,44.49,0,0,0,0.51,2024,12,4,49,5,2024-W49,1
2025-01-10,SKU-102336,East,29.0,123.96,0,0,0,-0.23,2025,1,1,2,4,2025-W02,0
2025-03-15,SKU-102337,East,43.0,127.61,1,0,0,0.67,2025,3,1,11,5,2025-W11,1
2025-05-27,SKU-102338,North,58.0,158.59,0,0,0,-0.47,2025,5,2,22,1,2025-W22,0
2024-11-29,SKU-102339,North,57.0,196.63,0,0,0,1.94,2024,11,4,48,4,2024-W48,0
2025-09-22,SKU-102340,West,52.0,91.5,0,0,0,-0.63,2025,9,3,39,0,2025-W39,0
2025-04-22,SKU-102341,East,25.0,182.61,0,0,0,-0.12,2025,4,2,17,1,2025-W17,0
2024-10-19,SKU-102342,South,33.0,129.43,0,1,0,0.79,2024,10,4,42,5,2024-W42,1
2025-06-16,SKU-102343,North,60.0,99.52,0,0,0,1.04,2025,6,2,25,0,2025-W25,0
2025-04-04,SKU-102344,North,62.0,200.77,1,0,0,0.37,2025,4,2,14,4,2025-W14,0
2025-07-13,SKU-102345,North,24.0,160.01,0,0,0,-0.74,2025,7,3,28,6,2025-W28,1
2025-03-26,SKU-102346,East,37.0,134.69,1,0,0,-2.9,2025,3,1,13,2,2025-W13,0
2025-06-03,SKU-102347,South,68.0,190.03,0,0,1,-0.01,2025,6,2,23,1,2025-W23,0
2025-06-30,SKU-102348,North,31.0,83.0,0,0,0,1.23,2025,6,2,27,0,2025-W27,0
2024-12-05,SKU-102349,East,46.0,174.86,0,0,0,-2.08,2024,12,4,49,3,2024-W49,0
2025-06-10,SKU-102350,South,40.0,166.33,0,0,0,1.6,2025,6,2,24,1,2025-W24,0
2025-05-02,SKU-102351,South,50.0,149.12,0,0,0,0.17,2025,5,2,18,4,2025-W18,0
2025-01-13,SKU-102352,East,29.0,184.03,0,0,0,1.67,2025,1,1,3,0,2025-W03,0
2025-02-15,SKU-102353,North,62.0,43.53,1,0,0,0.07,2025,2,1,7,5,2025-W07,1
2025-05-09,SKU-102354,East,89.0,169.58,0,0,1,-1.33,2025,5,2,19,4,2025-W19,0
2025-05-02,SKU-102355,East,27.0,108.87,0,0,0,-0.01,2025,5,2,18,4,2025-W18,0
2025-06-02,SKU-102356,North,38.0,132.29,0,0,0,1.45,2025,6,2,23,0,2025-W23,0
2025-09-22,SKU-102357,South,52.0,191.36,0,0,1,0.11,2025,9,3,39,0,2025-W39,0
2025-02-03,SKU-102358,West,35.0,190.01,0,0,0,1.28,2025,2,1,6,0,2025-W06,0
2025-07-03,SKU-102359,West,38.0,148.37,0,0,1,-0.59,2025,7,3,27,3,2025-W27,0
2025-04-01,SKU-102360,East,49.0,32.59,1,0,0,0.18,2025,4,2,14,1,2025-W14,0
2025-09-25,SKU-102361,West,47.0,175.31,0,0,0,-0.8,2025,9,3,39,3,2025-W39,0
2025-01-08,SKU-102362,North,31.0,193.39,0,0,0,-0.2,2025,1,1,2,2,2025-W02,0
2025-05-27,SKU-102363,South,71.0,73.27,0,0,0,0.64,2025,5,2,22,1,2025-W22,0
2025-09-02,SKU-102364,South,44.0,122.58,0,0,0,-0.56,2025,9,3,36,1,2025-W36,0
2025-07-31,SKU-102365,East,81.0,189.4,0,0,0,1.47,2025,7,3,31,3,2025-W31,0
2025-06-20,SKU-102366,South,47.0,33.82,0,0,0,0.6,2025,6,2,25,4,2025-W25,0
2025-01-04,SKU-102367,West,26.0,104.47,0,0,0,0.71,2025,1,1,1,5,2025-W01,1
2024-10-29,SKU-102368,East,74.0,44.94,0,1,1,1.77,2024,10,4,44,1,2024-W44,0
2024-10-19,SKU-102369,West,40.0,30.28,0,1,0,3.32,2024,10,4,42,5,2024-W42,1
2025-09-04,SKU-102370,East,66.0,43.39,0,0,0,1.3,2025,9,3,36,3,2025-W36,0
2025-07-26,SKU-102371,East,74.0,186.05,0,0,0,0.45,2025,7,3,30,5,2025-W30,1
2025-09-18,SKU-102372,East,33.0,128.16,0,0,0,-0.44,2025,9,3,38,3,2025-W38,0
2025-05-08,SKU-102373,South,34.0,33.13,0,0,0,-1.41,2025,5,2,19,3,2025-W19,0
2025-06-05,SKU-102374,East,66.0,95.0,0,0,0,0.76,2025,6,2,23,3,2025-W23,0
2025-03-18,SKU-102375,North,28.0,154.78,1,0,0,0.44,2025,3,1,12,1,2025-W12,0
2025-07-15,SKU-102376,North,54.0,30.88,0,0,0,-0.74,2025,7,3,29,1,2025-W29,0
2025-09-13,SKU-102377,South,32.0,125.89,0,0,0,0.98,2025,9,3,37,5,2025-W37,1
2025-06-14,SKU-102378,West,34.0,162.96,0,0,0,0.46,2025,6,2,24,5,2025-W24,1
2025-04-05,SKU-102379,East,46.0,190.93,1,0,1,-1.26,2025,4,2,14,5,2025-W14,1
2025-01-19,SKU-102380,East,21.0,125.91,0,0,0,-0.49,2025,1,1,3,6,2025-W03,1
2024-12-16,SKU-102381,South,29.0,41.92,0,0,0,0.28,2024,12,4,51,0,2024-W51,0
2024-11-10,SKU-102382,West,37.0,132.37,0,0,0,0.35,2024,11,4,45,6,2024-W45,1
2025-05-18,SKU-102383,West,60.0,96.82,0,0,0,0.69,2025,5,2,20,6,2025-W20,1
2025-09-06,SKU-102384,East,32.0,180.14,0,0,0,0.55,2025,9,3,36,5,2025-W36,1
2025-01-05,SKU-102385,North,22.0,84.5,0,0,0,0.71,2025,1,1,1,6,2025-W01,1
2025-05-11,SKU-102386,North,43.0,161.1,0,0,0,0.48,2025,5,2,19,6,2025-W19,1
2025-01-24,SKU-102387,South,23.0,107.12,0,0,0,1.02,2025,1,1,4,4,2025-W04,0
2025-01-10,SKU-102388,South,48.0,41.72,0,0,0,1.31,2025,1,1,2,4,2025-W02,0
2025-06-23,SKU-102389,South,61.0,174.53,0,0,0,0.01,2025,6,2,26,0,2025-W26,0
2024-12-29,SKU-102390,East,46.0,41.27,0,0,0,1.69,2024,12,4,52,6,2024-W52,1
2025-02-12,SKU-102391,South,24.0,100.7,1,0,0,0.11,2025,2,1,7,2,2025-W07,0
2025-01-03,SKU-102392,South,27.0,44.35,0,0,0,-0.41,2025,1,1,1,4,2025-W01,0
2025-02-01,SKU-102393,West,34.0,131.13,0,0,0,1.29,2025,2,1,5,5,2025-W05,1
2025-02-13,SKU-102394,North,30.0,87.71,1,0,0,0.88,2025,2,1,7,3,2025-W07,0
2025-06-01,SKU-102395,South,50.0,169.74,0,0,0,-1.37,2025,6,2,22,6,2025-W22,1
2025-07-28,SKU-102396,East,39.0,109.5,0,0,0,-0.51,2025,7,3,31,0,2025-W31,0
2025-03-01,SKU-102397,East,27.0,123.01,1,0,0,0.37,2025,3,1,9,5,2025-W09,1
2025-04-06,SKU-102398,East,32.0,108.81,1,0,0,0.37,2025,4,2,14,6,2025-W14,1
2024-11-18,SKU-102399,South,40.0,160.63,0,0,0,-0.15,2024,11,4,47,0,2024-W47,0
2025-01-22,SKU-102400,West,33.0,33.76,0,0,0,-0.5,2025,1,1,4,2,2025-W04,0
2025-09-27,SKU-102401,East,72.0,189.14,0,0,0,-0.8,2025,9,3,39,5,2025-W39,1
2025-02-24,SKU-102402,East,28.0,84.25,1,0,0,-1.1,2025,2,1,9,0,2025-W09,0
2024-11-07,SKU-102403,West,52.0,203.81,0,1,0,-1.09,2024,11,4,45,3,2024-W45,0
2024-11-13,SKU-102404,East,48.0,176.57,0,0,0,0.48,2024,11,4,46,2,2024-W46,0
2025-04-14,SKU-102405,West,28.0,191.03,0,0,0,-0.15,2025,4,2,16,0,2025-W16,0
2025-04-11,SKU-102406,North,63.0,78.16,0,0,0,0.03,2025,4,2,15,4,2025-W15,0
2025-06-07,SKU-102407,South,50.0,160.27,0,0,0,0.76,2025,6,2,23,5,2025-W23,1
2025-09-27,SKU-102408,East,48.0,152.65,0,0,0,-0.8,2025,9,3,39,5,2025-W39,1
2024-11-25,SKU-102409,North,34.0,176.65,0,0,0,0.21,2024,11,4,48,0,2024-W48,0
2025-01-25,SKU-102410,West,35.0,188.9,0,0,0,1.02,2025,1,1,4,5,2025-W04,1
2025-07-18,SKU-102411,West,56.0,192.38,0,0,0,1.55,2025,7,3,29,4,2025-W29,0
2025-08-10,SKU-102412,West,24.0,80.85,0,0,0,-0.03,2025,8,3,32,6,2025-W32,1
2025-04-28,SKU-102413,East,32.0,110.65,0,0,0,2.0,2025,4,2,18,0,2025-W18,0
2024-12-06,SKU-102414,West,29.0,111.13,0,0,0,0.55,2024,12,4,49,4,2024-W49,0
2024-12-06,SKU-102415,North,25.0,103.06,0,0,0,0.55,2024,12,4,49,4,2024-W49,0
2025-04-23,SKU-102416,North,35.0,119.68,0,0,0,0.08,2025,4,2,17,2,2025-W17,0
2025-08-19,SKU-102417,East,35.0,157.49,0,0,0,0.31,2025,8,3,34,1,2025-W34,0
2025-08-30,SKU-102418,North,54.0,152.26,0,0,0,1.24,2025,8,3,35,5,2025-W35,1
2024-11-08,SKU-102419,East,66.0,187.67,0,1,0,-1.29,2024,11,4,45,4,2024-W45,0
2025-02-23,SKU-102420,East,55.0,202.11,1,0,0,0.7,2025,2,1,8,6,2025-W08,1
2025-10-02,SKU-102421,North,53.0,186.11,0,0,0,-0.01,2025,10,4,40,3,2025-W40,0
2024-10-22,SKU-102422,South,55.0,192.51,0,1,0,0.79,2024,10,4,43,1,2024-W43,0
2025-04-09,SKU-102423,West,74.0,75.82,1,0,0,1.68,2025,4,2,15,2,2025-W15,0
2025-09-14,SKU-102424,East,86.0,44.68,0,0,0,1.12,2025,9,3,37,6,2025-W37,1
2025-01-31,SKU-102425,South,22.0,178.35,0,0,0,2.26,2025,1,1,5,4,2025-W05,0
2025-08-09,SKU-102426,East,45.0,30.68,0,0,0,-0.43,2025,8,3,32,5,2025-W32,1
2025-06-11,SKU-102427,East,37.0,129.59,0,0,0,0.72,2025,6,2,24,2,2025-W24,0
2025-01-16,SKU-102428,South,43.0,201.74,0,0,0,1.67,2025,1,1,3,3,2025-W03,0
2024-11-16,SKU-102429,North,23.0,86.7,0,0,1,0.35,2024,11,4,46,5,2024-W46,1
2025-02-15,SKU-102430,West,25.0,149.76,1,0,0,0.88,2025,2,1,7,5,2025-W07,1
2025-10-07,SKU-102431,East,39.0,181.17,0,0,0,-0.77,2025,10,4,41,1,2025-W41,0
2025-04-10,SKU-102432,West,41.0,130.38,1,0,0,1.68,2025,4,2,15,3,2025-W15,0
2025-05-24,SKU-102433,South,56.0,154.38,0,0,0,2.11,2025,5,2,21,5,2025-W21,1
2025-09-16,SKU-102434,North,61.0,152.46,0,0,0,-0.16,2025,9,3,38,1,2025-W38,0
2025-05-06,SKU-102435,East,60.0,188.01,0,0,0,0.17,2025,5,2,19,1,2025-W19,0
2025-04-05,SKU-102436,West,29.0,131.95,1,0,0,0.0,2025,4,2,14,5,2025-W14,1
2025-01-15,SKU-102437,East,22.0,135.79,0,0,0,-1.28,2025,1,1,3,2,2025-W03,0
2025-09-29,SKU-102438,North,37.0,32.5,0,0,0,-1.14,2025,9,3,40,0,2025-W40,0
2025-09-26,SKU-102439,South,38.0,33.83,0,0,0,-0.63,2025,9,3,39,4,2025-W39,0
2025-04-02,SKU-102440,West,38.0,83.58,1,0,0,-1.28,2025,4,2,14,2,2025-W14,0
2025-07-27,SKU-102441,South,28.0,121.28,0,0,0,-1.57,2025,7,3,30,6,2025-W30,1
2024-10-16,SKU-102442,North,42.0,31.06,0,1,0,1.54,2024,10,4,42,2,2024-W42,0
2025-06-07,SKU-102443,East,40.0,194.08,0,0,1,-0.01,2025,6,2,23,5,2025-W23,1
2025-10-06,SKU-102444,South,35.0,188.11,0,0,0,-0.07,2025,10,4,41,0,2025-W41,0
2025-04-27,SKU-102445,East,57.0,32.21,0,0,0,1.21,2025,4,2,17,6,2025-W17,1
2025-04-09,SKU-102446,West,48.0,131.34,1,0,0,-0.41,2025,4,2,15,2,2025-W15,0
2025-03-12,SKU-102447,North,47.0,125.28,1,0,0,-0.89,2025,3,1,11,2,2025-W11,0
2025-02-02,SKU-102448,South,41.0,195.36,0,0,0,1.47,2025,2,1,5,6,2025-W05,1
2025-05-24,SKU-102449,South,28.0,108.55,0,0,0,0.39,2025,5,2,21,5,2025-W21,1
2025-02-23,SKU-102450,South,27.0,130.13,1,0,0,-0.46,2025,2,1,8,6,2025-W08,1
2025-04-19,SKU-102451,East,29.0,135.1,0,0,0,0.39,2025,4,2,16,5,2025-W16,1
2025-07-18,SKU-102452,South,28.0,156.39,0,0,0,-0.74,2025,7,3,29,4,2025-W29,0
2025-07-17,SKU-102453,East,37.0,182.19,0,0,0,-1.75,2025,7,3,29,3,2025-W29,0
2025-04-01,SKU-102454,North,37.0,87.68,1,0,0,-0.56,2025,4,2,14,1,2025-W14,0
2024-12-17,SKU-102455,North,42.0,42.04,0,0,0,0.14,2024,12,4,51,1,2024-W51,0
2025-05-09,SKU-102456,North,35.0,176.92,0,0,0,-0.84,2025,5,2,19,4,2025-W19,0
2025-09-08,SKU-102457,East,32.0,149.04,0,0,0,1.3,2025,9,3,37,0,2025-W37,0
2025-04-09,SKU-102458,North,34.0,87.14,1,0,0,0.37,2025,4,2,15,2,2025-W15,0
2025-10-01,SKU-102459,West,41.0,146.8,0,0,0,0.18,2025,10,4,40,2,2025-W40,0
2025-04-26,SKU-102460,West,57.0,174.23,0,0,0,-1.56,2025,4,2,17,5,2025-W17,1
2025-01-29,SKU-102461,West,31.0,84.86,0,0,0,0.84,2025,1,1,5,2,2025-W05,0
2025-04-14,SKU-102462,West,25.0,107.42,0,0,0,0.22,2025,4,2,16,0,2025-W16,0
2024-11-12,SKU-102463,West,21.0,159.43,0,0,0,-0.44,2024,11,4,46,1,2024-W46,0
2025-04-09,SKU-102464,East,79.0,78.61,1,0,0,0.37,2025,4,2,15,2,2025-W15,0
2025-08-31,SKU-102465,South,50.0,199.14,0,0,0,-0.39,2025,8,3,35,6,2025-W35,1
2024-11-08,SKU-102466,East,70.0,74.27,0,1,0,1.24,2024,11,4,45,4,2024-W45,0
2025-04-11,SKU-102467,East,62.0,149.97,1,0,0,1.68,2025,4,2,15,4,2025-W15,0
2025-03-19,SKU-102468,North,44.0,188.2,1,0,0,-2.62,2025,3,1,12,2,2025-W12,0
2024-11-09,SKU-102469,West,25.0,83.58,0,1,0,-1.09,2024,11,4,45,5,2024-W45,1
2025-03-20,SKU-102470,East,72.0,193.38,1,0,0,0.67,2025,3,1,12,3,2025-W12,0
2025-01-01,SKU-102471,North,34.0,160.88,0,0,0,1.69,2025,1,1,1,2,2025-W01,0
2025-04-21,SKU-102472,West,21.0,85.16,0,0,0,1.67,2025,4,2,17,0,2025-W17,0
2025-03-19,SKU-102473,East,39.0,163.7,1,0,0,0.0,2025,3,1,12,2,2025-W12,0
2025-08-01,SKU-102474,South,57.0,186.26,0,0,0,-0.51,2025,8,3,31,4,2025-W31,0
2025-01-05,SKU-102475,North,44.0,40.83,0,0,0,-0.97,2025,1,1,1,6,2025-W01,1
2024-10-16,SKU-102476,East,74.0,177.67,0,1,0,-0.31,2024,10,4,42,2,2024-W42,0
2025-07-23,SKU-102477,South,28.0,183.52,0,0,0,0.4,2025,7,3,30,2,2025-W30,0
2024-12-13,SKU-102478,South,41.0,188.93,0,0,0,0.51,2024,12,4,50,4,2024-W50,0
2025-05-17,SKU-102479,North,39.0,187.16,0,0,0,0.29,2025,5,2,20,5,2025-W20,1
2025-04-14,SKU-102480,West,25.0,131.91,0,0,0,0.03,2025,4,2,16,0,2025-W16,0
2025-01-29,SKU-102481,East,51.0,78.53,0,0,0,0.01,2025,1,1,5,2,2025-W05,0
2025-05-17,SKU-102482,East,49.0,150.09,0,0,0,0.29,2025,5,2,20,5,2025-W20,1
2025-07-10,SKU-102483,West,60.0,150.32,0,0,0,-0.18,2025,7,3,28,3,2025-W28,0
2025-05-23,SKU-102484,South,45.0,31.97,0,0,0,2.1,2025,5,2,21,4,2025-W21,0
2025-01-27,SKU-102485,East,34.0,160.97,0,0,0,0.22,2025,1,1,5,0,2025-W05,0
2025-07-27,SKU-102486,North,56.0,99.74,0,0,0,-0.61,2025,7,3,30,6,2025-W30,1
2025-06-29,SKU-102487,East,31.0,126.41,0,0,0,-0.29,2025,6,2,26,6,2025-W26,1
2024-12-26,SKU-102488,East,21.0,151.38,0,0,0,1.01,2024,12,4,52,3,2024-W52,0
2025-06-11,SKU-102489,South,44.0,31.66,0,0,0,0.07,2025,6,2,24,2,2025-W24,0
2025-03-03,SKU-102490,East,45.0,194.83,1,0,0,1.54,2025,3,1,10,0,2025-W10,0
2025-08-13,SKU-102491,South,34.0,33.02,0,0,0,-0.03,2025,8,3,33,2,2025-W33,0
2025-05-14,SKU-102492,South,58.0,177.52,0,0,1,-1.33,2025,5,2,20,2,2025-W20,0
2025-04-10,SKU-102493,South,49.0,178.45,1,0,0,0.37,2025,4,2,15,3,2025-W15,0
2025-04-26,SKU-102494,West,51.0,41.62,0,0,0,0.08,2025,4,2,17,5,2025-W17,1
2024-11-04,SKU-102495,South,50.0,187.15,0,1,0,-0.09,2024,11,4,45,0,2024-W45,0
2024-11-01,SKU-102496,East,60.0,120.25,0,1,0,0.17,2024,11,4,44,4,2024-W44,0
2025-01-26,SKU-102497,East,35.0,44.49,0,0,0,-0.5,2025,1,1,4,6,2025-W04,1
2024-11-04,SKU-102498,South,52.0,31.24,0,1,1,1.77,2024,11,4,45,0,2024-W45,0
2025-04-24,SKU-102499,South,43.0,33.79,0,0,0,0.55,2025,4,2,17,3,2025-W17,0
2024-12-05,SKU-102500,West,23.0,80.91,0,0,0,0.42,2024,12,4,49,3,2024-W49,0
2024-11-12,SKU-102501,West,65.0,96.78,0,1,0,-1.29,2024,11,4,46,1,2024-W46,0
2025-03-14,SKU-102502,West,27.0,157.4,1,0,0,0.37,2025,3,1,11,4,2025-W11,0
2025-03-13,SKU-102503,North,51.0,45.07,1,0,0,1.45,2025,3,1,11,3,2025-W11,0
2025-01-30,SKU-102504,East,23.0,121.72,0,0,0,0.01,2025,1,1,5,3,2025-W05,0
2025-02-10,SKU-102505,North,45.0,156.03,0,0,0,-0.95,2025,2,1,7,0,2025-W07,0
2025-01-27,SKU-102506,North,39.0,33.1,0,0,0,-1.56,2025,1,1,5,0,2025-W05,0
2025-06-19,SKU-102507,West,39.0,122.87,0,0,0,0.46,2025,6,2,25,3,2025-W25,0
2025-06-12,SKU-102508,East,41.0,125.02,0,0,0,0.07,2025,6,2,24,3,2025-W24,0
2024-10-16,SKU-102509,West,35.0,157.36,0,1,0,0.39,2024,10,4,42,2,2024-W42,0
2025-10-10,SKU-102510,East,57.0,72.84,0,0,0,-0.77,2025,10,4,41,4,2025-W41,0
2025-07-22,SKU-102511,West,27.0,151.21,0,0,0,1.55,2025,7,3,30,1,2025-W30,0
2024-11-26,SKU-102512,North,56.0,75.57,0,0,0,-2.09,2024,11,4,48,1,2024-W48,0
2025-05-25,SKU-102513,East,53.0,156.75,0,0,0,1.46,2025,5,2,21,6,2025-W21,1
2025-04-07,SKU-102514,East,50.0,149.95,1,0,0,0.18,2025,4,2,15,0,2025-W15,0
2025-05-05,SKU-102515,South,32.0,41.97,0,0,0,-0.17,2025,5,2,19,0,2025-W19,0
2025-07-10,SKU-102516,West,57.0,33.17,0,0,0,1.04,2025,7,3,28,3,2025-W28,0
2025-03-14,SKU-102517,East,68.0,95.8,1,0,0,0.37,2025,3,1,11,4,2025-W11,0
2024-11-06,SKU-102518,North,26.0,31.94,0,1,0,0.4,2024,11,4,45,2,2024-W45,0
2024-12-02,SKU-102519,East,51.0,73.67,0,0,0,0.42,2024,12,4,49,0,2024-W49,0
2024-10-25,SKU-102520,South,59.0,96.28,0,1,0,0.87,2024,10,4,43,4,2024-W43,0
2025-02-25,SKU-102521,North,32.0,189.93,1,0,0,0.68,2025,2,1,9,1,2025-W09,0
2025-06-03,SKU-102522,South,49.0,155.58,0,0,0,0.64,2025,6,2,23,1,2025-W23,0
2025-05-21,SKU-102523,South,31.0,86.59,0,0,0,1.67,2025,5,2,21,2,2025-W21,0
2025-01-29,SKU-102524,East,27.0,31.47,0,0,0,0.22,2025,1,1,5,2,2025-W05,0
2025-06-10,SKU-102525,East,41.0,120.67,0,0,1,1.22,2025,6,2,24,1,2025-W24,0
2025-02-24,SKU-102526,North,35.0,32.12,1,0,0,-0.61,2025,2,1,9,0,2025-W09,0
2025-07-26,SKU-102527,North,44.0,88.58,0,0,0,0.53,2025,7,3,30,5,2025-W30,1
2025-10-01,SKU-102528,North,52.0,159.2,0,0,0,0.04,2025,10,4,40,2,2025-W40,0
2024-12-22,SKU-102529,West,52.0,43.55,0,0,0,0.28,2024,12,4,51,6,2024-W51,1
2025-08-17,SKU-102530,North,70.0,184.58,0,0,0,-0.62,2025,8,3,33,6,2025-W33,1
2025-05-11,SKU-102531,South,58.0,91.02,0,0,0,-0.69,2025,5,2,19,6,2025-W19,1
2025-03-09,SKU-102532,North,38.0,190.98,1,0,0,1.41,2025,3,1,10,6,2025-W10,1
2025-04-24,SKU-102533,East,35.0,125.03,0,0,0,0.02,2025,4,2,17,3,2025-W17,0
2024-12-31,SKU-102534,North,18.0,101.19,0,0,0,0.5,2024,12,4,1,1,2025-W01,0
2025-05-04,SKU-102535,West,35.0,125.64,0,0,0,2.23,2025,5,2,18,6,2025-W18,1
2025-07-01,SKU-102536,South,33.0,161.79,0,0,0,-0.29,2025,7,3,27,1,2025-W27,0
2025-01-05,SKU-102537,South,42.0,31.72,0,0,0,-0.75,2025,1,1,1,6,2025-W01,1
2024-12-24,SKU-102538,East,25.0,122.53,0,0,0,1.58,2024,12,4,52,1,2024-W52,0
2025-08-21,SKU-102539,North,34.0,146.8,0,0,0,1.12,2025,8,3,34,3,2025-W34,0
2025-02-08,SKU-102540,East,58.0,78.01,0,0,0,-0.18,2025,2,1,6,5,2025-W06,1
2025-07-24,SKU-102541,North,83.0,90.95,0,0,1,-0.51,2025,7,3,30,3,2025-W30,0
2025-03-06,SKU-102542,West,63.0,42.73,1,0,0,-0.31,2025,3,1,10,3,2025-W10,0
2025-04-16,SKU-102543,West,32.0,158.93,0,0,0,0.03,2025,4,2,16,2,2025-W16,0
2024-12-30,SKU-102544,North,46.0,32.42,0,0,0,0.82,2024,12,4,1,0,2025-W01,0
2024-12-20,SKU-102545,West,49.0,40.53,0,0,0,0.75,2024,12,4,51,4,2024-W51,0
2025-09-27,SKU-102546,North,55.0,188.42,0,0,0,-0.7,2025,9,3,39,5,2025-W39,1
2025-09-14,SKU-102547,North,30.0,126.58,0,0,0,1.1,2025,9,3,37,6,2025-W37,1
2025-09-08,SKU-102548,South,48.0,187.23,0,0,0,0.73,2025,9,3,37,0,2025-W37,0
2025-01-12,SKU-102549,East,29.0,189.86,0,0,0,0.71,2025,1,1,2,6,2025-W02,1
