date,sku_id,region,category,units_ordered,transaction_price_usd,holiday_peak_flag,prime_event_flag,marketing_push_flag,weather_disruption_index,year,month,quarter,week_number,day_of_week,year_week,is_weekend,unit_cost_usd,selling_price_usd,gross_margin_usd,margin_pct,cube_ft,volume_m3,target_service_level,stockout_penalty_usd,holding_cost_daily_usd,home_warehouse_id,home_wh_capacity,home_wh_fixed_cost_usd,home_ship_cost_usd,home_lead_time_days,home_carbon_kg_per_unit,home_lane_efficiency
2025-06-24,SKU-102190,East,KITCHEN,33.0,108.2,0,0,0,1.23,2025,6,2,26,1,2025-W26,0,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-06-30,SKU-102191,West,TOYS,61.0,95.25,0,0,0,-0.46,2025,6,2,27,0,2025-W27,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-01-25,SKU-102192,South,PET,22.0,195.62,0,0,0,-0.18,2025,1,1,4,5,2025-W04,1,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-01-03,SKU-102193,South,ELECTRONICS,23.0,130.28,0,0,0,0.67,2025,1,1,1,4,2025-W01,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-08-05,SKU-102194,South,PET,43.0,33.23,0,0,0,2.05,2025,8,3,32,1,2025-W32,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-09-19,SKU-102195,West,HOME,35.0,83.73,0,0,0,-1.14,2025,9,3,38,4,2025-W38,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-12-23,SKU-102196,East,ELECTRONICS,33.0,34.43,0,0,0,-2.01,2024,12,4,52,0,2024-W52,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-02-26,SKU-102197,West,TOYS,63.0,41.57,1,0,0,-0.17,2025,2,1,9,2,2025-W09,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-11-08,SKU-102198,South,TOYS,16.0,135.33,0,0,0,-0.41,2024,11,4,45,4,2024-W45,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-08-12,SKU-102199,South,BEAUTY,26.0,179.4,0,0,0,-0.58,2025,8,3,33,1,2025-W33,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-03-27,SKU-102200,South,ELECTRONICS,48.0,180.11,1,0,0,-0.27,2025,3,1,13,3,2025-W13,0,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-04-09,SKU-102201,West,HOME,43.0,193.67,0,0,0,1.67,2025,4,2,15,2,2025-W15,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-12-06,SKU-102202,North,ELECTRONICS,47.0,158.13,0,0,0,0.14,2024,12,4,49,4,2024-W49,0,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-06-12,SKU-102203,North,KITCHEN,25.0,120.37,0,0,0,1.07,2025,6,2,24,3,2025-W24,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-01-07,SKU-102204,East,ELECTRONICS,49.0,189.98,0,0,0,0.9,2025,1,1,2,1,2025-W02,0,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-04-04,SKU-102205,North,ELECTRONICS,35.0,34.53,0,0,0,1.24,2025,4,2,14,4,2025-W14,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-10-11,SKU-102206,West,PET,30.0,179.24,0,1,0,0.87,2024,10,4,41,4,2024-W41,0,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-02-22,SKU-102207,North,KITCHEN,55.0,43.95,1,0,0,-1.22,2025,2,1,8,5,2025-W08,1,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-01-17,SKU-102208,East,KITCHEN,52.0,78.88,0,0,0,1.02,2025,1,1,3,4,2025-W03,0,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-06-21,SKU-102209,South,TOYS,28.0,190.49,0,0,0,-0.92,2025,6,2,25,5,2025-W25,1,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-07-07,SKU-102210,East,PET,45.0,121.98,0,0,0,-1.75,2025,7,3,28,0,2025-W28,0,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-04-27,SKU-102211,West,ELECTRONICS,27.0,158.85,0,0,0,0.17,2025,4,2,17,6,2025-W17,1,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-01-03,SKU-102212,South,PET,24.0,183.46,0,0,0,1.31,2025,1,1,1,4,2025-W01,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-12-04,SKU-102213,West,HOME,39.0,164.35,0,0,0,0.06,2024,12,4,49,2,2024-W49,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-04-26,SKU-102214,West,ELECTRONICS,22.0,110.81,0,0,0,-0.01,2025,4,2,17,5,2025-W17,1,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-10-05,SKU-102215,South,TOYS,48.0,191.37,0,1,0,-0.31,2024,10,4,40,5,2024-W40,1,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-05-26,SKU-102216,West,TOYS,69.0,187.18,0,0,0,0.42,2025,5,2,22,0,2025-W22,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-09-21,SKU-102217,East,BEAUTY,36.0,132.97,0,0,0,0.18,2025,9,3,38,6,2025-W38,1,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-04-28,SKU-102218,West,ELECTRONICS,44.0,202.47,0,0,0,-0.69,2025,4,2,18,0,2025-W18,0,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-03-26,SKU-102219,South,HOME,44.0,31.11,1,0,0,0.18,2025,3,1,13,2,2025-W13,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-06-05,SKU-102220,South,ELECTRONICS,43.0,149.21,0,0,0,1.6,2025,6,2,23,3,2025-W23,0,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-06-06,SKU-102221,East,KITCHEN,53.0,31.16,0,0,0,0.06,2025,6,2,23,4,2025-W23,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-06-24,SKU-102222,East,ELECTRONICS,59.0,149.47,0,0,0,-1.3,2025,6,2,26,1,2025-W26,0,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-06-02,SKU-102223,North,ELECTRONICS,34.0,131.56,0,0,0,0.72,2025,6,2,23,0,2025-W23,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-04-22,SKU-102224,East,PET,37.0,83.39,0,0,0,-0.29,2025,4,2,17,1,2025-W17,0,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-04-15,SKU-102225,West,KITCHEN,22.0,133.35,0,0,0,0.08,2025,4,2,16,1,2025-W16,0,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-08-18,SKU-102226,West,KITCHEN,30.0,126.08,0,0,0,0.33,2025,8,3,34,0,2025-W34,0,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-01-15,SKU-102227,West,TOYS,24.0,191.84,0,0,0,-1.56,2025,1,1,3,2,2025-W03,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-10-09,SKU-102228,East,PET,40.0,162.28,0,1,0,0.57,2024,10,4,41,2,2024-W41,0,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-10-30,SKU-102229,South,ELECTRONICS,35.0,163.77,0,1,0,-1.09,2024,10,4,44,2,2024-W44,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-05-08,SKU-102230,South,PET,42.0,31.28,0,0,0,1.67,2025,5,2,19,3,2025-W19,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-11-16,SKU-102231,West,HOME,39.0,32.02,0,0,0,0.47,2024,11,4,46,5,2024-W46,1,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-03-04,SKU-102232,South,ELECTRONICS,67.0,179.34,1,0,0,-0.89,2025,3,1,10,1,2025-W10,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-12-06,SKU-102233,South,TOYS,18.0,126.57,0,0,0,0.15,2024,12,4,49,4,2024-W49,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-11-20,SKU-102234,East,TOYS,50.0,196.07,0,0,0,1.08,2024,11,4,47,2,2024-W47,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-09-15,SKU-102235,North,BEAUTY,52.0,188.26,0,0,0,-1.07,2025,9,3,38,0,2025-W38,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-11-16,SKU-102236,North,ELECTRONICS,42.0,122.27,0,0,0,-1.8,2024,11,4,46,5,2024-W46,1,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-10-21,SKU-102237,North,HOME,42.0,149.6,0,1,0,0.17,2024,10,4,43,0,2024-W43,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-10-20,SKU-102238,East,ELECTRONICS,59.0,197.33,0,1,0,-0.39,2024,10,4,42,6,2024-W42,1,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-11-26,SKU-102239,East,KITCHEN,66.0,79.25,0,0,0,0.39,2024,11,4,48,1,2024-W48,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-07-17,SKU-102240,East,ELECTRONICS,59.0,183.95,0,0,0,-0.61,2025,7,3,29,3,2025-W29,0,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-01-25,SKU-102241,South,ELECTRONICS,41.0,164.91,0,0,0,0.14,2025,1,1,4,5,2025-W04,1,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-05-11,SKU-102242,North,PET,34.0,193.23,0,0,0,-0.92,2025,5,2,19,6,2025-W19,1,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-09-23,SKU-102243,North,KITCHEN,42.0,122.69,0,0,0,-2.22,2025,9,3,39,1,2025-W39,0,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-06-11,SKU-102244,North,KITCHEN,52.0,184.11,0,0,0,-0.48,2025,6,2,24,2,2025-W24,0,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-11-25,SKU-102245,West,TOYS,42.0,161.23,0,0,0,1.94,2024,11,4,48,0,2024-W48,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-09-16,SKU-102246,North,PET,29.0,89.34,0,0,0,1.49,2025,9,3,38,1,2025-W38,0,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-04-11,SKU-102247,North,ELECTRONICS,61.0,160.46,0,0,0,1.67,2025,4,2,15,4,2025-W15,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-04-05,SKU-102248,West,PET,46.0,176.28,0,0,0,0.22,2025,4,2,14,5,2025-W14,1,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-10-19,SKU-102249,West,HOME,35.0,124.91,0,1,0,-0.92,2024,10,4,42,5,2024-W42,1,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-09-30,SKU-102250,South,ELECTRONICS,52.0,31.03,0,0,0,-0.34,2025,9,3,40,1,2025-W40,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-07-11,SKU-102251,North,TOYS,45.0,126.55,0,0,0,1.55,2025,7,3,28,4,2025-W28,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-03-21,SKU-102252,South,TOYS,51.0,198.42,1,0,0,-0.77,2025,3,1,12,4,2025-W12,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-12-25,SKU-102253,North,BEAUTY,19.0,87.91,0,0,0,-2.01,2024,12,4,52,2,2024-W52,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-05-15,SKU-102254,West,ELECTRONICS,33.0,119.8,0,0,0,0.39,2025,5,2,20,3,2025-W20,0,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-12-29,SKU-102255,South,HOME,18.0,155.89,0,0,0,0.54,2024,12,4,52,6,2024-W52,1,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-07-03,SKU-102256,East,ELECTRONICS,63.0,179.11,0,0,0,-0.46,2025,7,3,27,3,2025-W27,0,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-08-01,SKU-102257,West,KITCHEN,32.0,192.46,0,0,1,-0.04,2025,8,3,31,4,2025-W31,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-03-23,SKU-102258,East,ELECTRONICS,43.0,187.74,1,0,0,-2.9,2025,3,1,12,6,2025-W12,1,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-06-12,SKU-102259,West,ELECTRONICS,45.0,44.23,0,0,0,-0.48,2025,6,2,24,3,2025-W24,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-09-24,SKU-102260,North,PET,34.0,123.3,0,0,0,-2.22,2025,9,3,39,2,2025-W39,0,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-07-13,SKU-102261,North,KITCHEN,42.0,132.06,0,0,1,-0.51,2025,7,3,28,6,2025-W28,1,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-12-30,SKU-102262,East,KITCHEN,32.0,30.46,0,0,0,0.54,2024,12,4,1,0,2025-W01,0,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-08-29,SKU-102263,South,TOYS,25.0,123.86,0,0,0,-0.56,2025,8,3,35,4,2025-W35,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-12-22,SKU-102264,South,PET,21.0,135.6,0,0,0,0.41,2024,12,4,51,6,2024-W51,1,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-12-09,SKU-102265,North,ELECTRONICS,41.0,183.56,0,0,0,0.14,2024,12,4,50,0,2024-W50,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-02-16,SKU-102266,North,PET,29.0,83.04,1,0,0,2.15,2025,2,1,7,6,2025-W07,1,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-10-06,SKU-102267,East,HOME,47.0,32.64,0,1,0,0.39,2024,10,4,40,6,2024-W40,1,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-10-22,SKU-102268,South,ELECTRONICS,28.0,84.53,0,1,0,0.17,2024,10,4,43,1,2024-W43,0,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-03-27,SKU-102269,South,TOYS,29.0,122.14,1,0,0,-0.91,2025,3,1,13,3,2025-W13,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-11-17,SKU-102270,South,TOYS,33.0,160.78,0,0,0,-1.8,2024,11,4,46,6,2024-W46,1,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-08-25,SKU-102271,South,BEAUTY,28.0,102.94,0,0,0,1.37,2025,8,3,35,0,2025-W35,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-01-29,SKU-102272,North,ELECTRONICS,38.0,129.48,0,0,0,0.12,2025,1,1,5,2,2025-W05,0,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-10-01,SKU-102273,East,HOME,36.0,126.27,0,0,0,-0.34,2025,10,4,40,2,2025-W40,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-09-06,SKU-102274,East,ELECTRONICS,30.0,87.75,0,0,0,-0.9,2025,9,3,36,5,2025-W36,1,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-06-15,SKU-102275,South,KITCHEN,36.0,192.19,0,0,0,1.07,2025,6,2,24,6,2025-W24,1,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-01-15,SKU-102276,East,ELECTRONICS,30.0,124.81,0,0,0,-1.08,2025,1,1,3,2,2025-W03,0,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-06-18,SKU-102277,East,ELECTRONICS,64.0,182.01,0,0,0,0.01,2025,6,2,25,2,2025-W25,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-10-11,SKU-102278,East,PET,47.0,131.46,0,1,0,0.57,2024,10,4,41,4,2024-W41,0,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-04-10,SKU-102279,North,KITCHEN,37.0,43.47,0,0,0,1.29,2025,4,2,15,3,2025-W15,0,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2024-11-16,SKU-102280,West,KITCHEN,25.0,124.9,0,0,0,0.31,2024,11,4,46,5,2024-W46,1,30.06,129.52,99.46,0.767912,0.22,0.00623,0.931,259.04,0.020589,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-04-30,SKU-102281,South,TOYS,30.0,111.17,0,0,0,0.17,2025,4,2,18,2,2025-W18,0,119.1,158.8,39.7,0.25,0.61,0.017273,0.973,317.6,0.081575,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-04-19,SKU-102282,East,PET,67.0,150.74,0,0,0,-1.56,2025,4,2,16,5,2025-W16,1,39.01,44.01,5.0,0.113611,0.77,0.021804,0.983,88.02,0.026719,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-09-08,SKU-102283,West,ELECTRONICS,32.0,132.03,0,0,0,1.12,2025,9,3,37,0,2025-W37,0,54.03,86.74,32.71,0.377104,0.58,0.016424,0.976,173.48,0.037007,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-07-28,SKU-102284,South,PET,33.0,87.17,0,0,0,1.47,2025,7,3,31,0,2025-W31,0,119.39,197.26,77.87,0.394758,0.68,0.019256,0.987,394.52,0.081774,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2025-09-22,SKU-102285,West,HOME,60.0,151.42,0,0,0,-0.8,2025,9,3,39,0,2025-W39,0,85.74,189.02,103.28,0.546397,1.49,0.042192,0.954,378.04,0.058726,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-11-10,SKU-102286,West,ELECTRONICS,26.0,106.2,0,0,1,0.35,2024,11,4,45,6,2024-W45,1,50.98,190.65,139.67,0.732599,0.55,0.015574,0.959,381.3,0.034918,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-03-06,SKU-102287,East,TOYS,71.0,197.25,1,0,0,-0.89,2025,3,1,10,3,2025-W10,0,14.98,175.66,160.68,0.914722,1.79,0.050687,0.972,351.32,0.01026,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-03-05,SKU-102288,West,TOYS,64.0,74.85,1,0,0,0.37,2025,3,1,10,2,2025-W10,0,22.32,198.29,175.97,0.887438,0.86,0.024353,0.968,396.58,0.015288,WH-WEST,110000,1680,1.5,1,0.0,1.0
2025-02-17,SKU-102289,East,BEAUTY,21.0,154.78,1,0,0,2.15,2025,2,1,8,0,2025-W08,0,61.85,78.7,16.85,0.214104,0.76,0.021521,0.931,157.4,0.042363,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-07-20,SKU-102290,West,ELECTRONICS,88.0,80.63,0,0,0,0.42,2025,7,3,29,6,2025-W29,1,112.48,134.55,22.07,0.164028,0.33,0.009345,0.966,269.1,0.077041,WH-WEST,110000,1680,1.5,1,0.0,1.0
2024-10-11,SKU-102291,East,HOME,51.0,33.19,0,1,0,-0.29,2024,10,4,41,4,2024-W41,0,118.88,33.69,-85.19,-2.528644,0.21,0.005947,0.975,67.38,0.081425,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-09-26,SKU-102292,North,ELECTRONICS,40.0,33.0,0,0,0,0.48,2025,9,3,39,4,2025-W39,0,82.88,157.93,75.05,0.475211,0.66,0.018689,0.952,315.86,0.056767,WH-NORTH,120000,1800,1.5,1,0.0,1.0
2025-05-06,SKU-102293,East,KITCHEN,93.0,160.86,0,0,1,-1.33,2025,5,2,19,1,2025-W19,0,40.39,32.87,-7.52,-0.22878,0.64,0.018123,0.972,65.74,0.027664,WH-EAST,118000,1750,1.5,1,0.0,1.0
2024-12-22,SKU-102294,South,ELECTRONICS,37.0,92.17,0,0,0,-0.69,2024,12,4,51,6,2024-W51,1,96.37,130.18,33.81,0.259717,0.12,0.003398,0.949,260.36,0.066007,WH-SOUTH,115000,1700,1.5,1,0.0,1.0
2024-10-09,SKU-102295,East,ELECTRONICS,34.0,148.66,0,1,0,0.31,2024,10,4,41,2,2024-W41,0,47.52,108.9,61.38,0.563636,0.08,0.002265,0.975,217.8,0.032548,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-08-09,SKU-102296,East,PET,53.0,131.68,0,0,0,2.05,2025,8,3,32,5,2025-W32,1,68.29,97.95,29.66,0.302808,0.38,0.01076,0.978,195.9,0.046774,WH-EAST,118000,1750,1.5,1,0.0,1.0
2025-04-23,SKU-102297,East,KITCHEN,71.0,42.39,0,0,0,2.0,2025,4,2,17,2,2025-W17,0,38.64,161.51,122.87,0.760758,0.29,0.008212,0.933,323.02,0.026466,WH-EAST,118000,1750,1.5,1,0.0,1.0
