year_week,region,category,total_units,avg_price_usd,holiday_peak_flag,prime_event_flag,marketing_push_flag,weather_disruption,year,month,quarter,week_number,week_start,avg_unit_cost_usd,avg_selling_price_usd,avg_cube_ft,avg_gross_margin_usd,avg_margin_pct,avg_holding_cost_daily,avg_stockout_penalty,avg_volume_m3,home_warehouse_id,home_wh_capacity,home_wh_fixed_cost,home_ship_cost,home_lead_time,home_distance_km,home_lane_efficiency,carbon_distance_km,carbon_weight_tonnes,carbon_kg_per_unit,lag_1_week_demand,lag_2_week_demand,lag_4_week_demand,rolling_4wk_mean,rolling_4wk_std,demand_trend,weeks_since_epoch,is_q4,region_demand_rank,category_velocity
2024-W45,South,ELECTRONICS,175.0,123.16,1,1,1,0.245578231292517,2024,11,4,45,2024-11-04,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,99.0,253.0,136.0,144.75,74.78134794184977,-37.0,18,1,7,0.071604
2024-W46,South,ELECTRONICS,134.0,126.49,1,1,0,0.1418820861678005,2024,11,4,46,2024-11-11,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,175.0,99.0,91.0,154.5,75.79577824654879,84.0,19,1,8,0.051028
2024-W47,South,ELECTRONICS,53.0,132.69,1,1,1,0.23024999999999998,2024,11,4,47,2024-11-18,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,134.0,175.0,253.0,165.25,66.23380305151339,-119.0,20,1,16,0.020083
2024-W48,South,ELECTRONICS,117.0,117.70333333333332,1,1,1,0.17051298701298706,2024,11,4,48,2024-11-25,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,53.0,134.0,99.0,115.25,51.835476911731654,-46.0,21,1,9,0.052093
2024-W49,South,ELECTRONICS,179.0,161.05599999999998,1,1,1,0.23797979797979796,2024,12,4,49,2024-12-02,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,117.0,53.0,175.0,119.75,50.723925978443994,-58.0,22,1,7,0.05444
2024-W50,South,ELECTRONICS,228.0,164.63833333333335,1,1,1,0.17953463203463202,2024,12,4,50,2024-12-09,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,179.0,117.0,134.0,120.75,52.19434835305446,45.0,23,1,3,0.078893
2024-W51,South,ELECTRONICS,113.0,145.56,1,1,1,0.08586507936507935,2024,12,4,51,2024-12-16,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,228.0,179.0,53.0,144.25,75.91826745476567,175.0,24,1,11,0.039414
2024-W52,South,ELECTRONICS,244.0,86.69666666666666,1,1,1,0.1892380952380952,2024,12,4,52,2024-12-23,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,113.0,228.0,117.0,159.25,54.89611400940263,-4.0,25,1,2,0.086189
2025-W01,South,ELECTRONICS,358.0,145.36333333333334,1,1,1,0.04426373626373625,2025,1,1,1,2024-12-30,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,244.0,113.0,179.0,191.0,58.89538748209969,65.0,26,0,1,0.098623
2025-W02,South,ELECTRONICS,127.0,99.75333333333333,1,1,1,0.24195304695304692,2025,1,1,2,2025-01-06,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,358.0,244.0,228.0,235.75,100.2343088301938,130.0,27,0,11,0.033021
2025-W03,South,ELECTRONICS,245.0,129.0842857142857,1,1,1,0.03699443413729127,2025,1,1,3,2025-01-13,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,127.0,358.0,113.0,210.5,114.53820323368095,14.0,28,0,4,0.07004
2025-W04,South,ELECTRONICS,284.0,102.51,1,1,1,0.1810111317254174,2025,1,1,4,2025-01-20,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,245.0,127.0,244.0,243.5,94.31330765061736,1.0,29,0,5,0.076632
2025-W05,South,ELECTRONICS,262.0,118.12571428571428,1,1,1,0.040238095238095246,2025,1,1,5,2025-01-27,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,284.0,245.0,358.0,253.5,96.47970425604203,-74.0,30,0,7,0.055251
2025-W06,South,ELECTRONICS,277.0,96.47857142857143,1,1,1,0.16020408163265307,2025,2,1,6,2025-02-03,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,262.0,284.0,127.0,229.5,70.17359427400974,135.0,31,0,3,0.079256
2025-W07,South,ELECTRONICS,243.0,114.92428571428572,1,1,1,0.09115027829313546,2025,2,1,7,2025-02-10,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,277.0,262.0,245.0,267.0,17.30125236314795,32.0,32,0,4,0.073083
2025-W08,South,ELECTRONICS,82.0,167.37,1,0,1,0.19218923933209647,2025,2,1,8,2025-02-17,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,243.0,277.0,284.0,266.5,18.156725108528402,-41.0,33,0,15,0.021751
2025-W09,South,ELECTRONICS,179.0,180.488,1,0,1,0.13747835497835498,2025,2,1,9,2025-02-24,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,82.0,243.0,262.0,216.0,90.41017641836565,-180.0,34,0,10,0.049407
2025-W10,South,ELECTRONICS,246.0,159.915,1,0,1,0.13541743970315395,2025,3,1,10,2025-03-03,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,179.0,82.0,277.0,195.25,85.73748693930015,-98.0,35,0,5,0.068888
2025-W11,South,ELECTRONICS,340.0,122.29444444444445,1,0,1,0.23288497217068646,2025,3,1,11,2025-03-10,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,246.0,179.0,243.0,187.5,76.82230578853166,3.0,36,0,3,0.096372
2025-W12,South,ELECTRONICS,278.0,138.1975,1,0,1,0.11504483611626469,2025,3,1,12,2025-03-17,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,340.0,246.0,82.0,211.75,108.8251655944831,258.0,37,0,5,0.074391
2025-W13,South,ELECTRONICS,491.0,121.0090909090909,1,0,1,0.21243970315398886,2025,3,1,13,2025-03-24,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,278.0,340.0,179.0,260.75,67.02922248293402,99.0,38,0,1,0.130898
2025-W14,South,ELECTRONICS,374.0,143.401,1,0,1,0.07522263450834879,2025,4,2,14,2025-03-31,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,491.0,278.0,246.0,338.75,108.74243268690776,245.0,39,0,3,0.072805
2025-W15,South,ELECTRONICS,390.0,95.62875,1,0,1,0.2589053803339517,2025,4,2,15,2025-04-07,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,374.0,491.0,340.0,370.75,89.4776508408664,34.0,40,0,3,0.078708
2025-W16,South,ELECTRONICS,335.0,102.75444444444445,1,0,1,0.008316326530612253,2025,4,2,16,2025-04-14,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,390.0,374.0,278.0,383.25,87.21381771256203,112.0,41,0,4,0.08466
2025-W17,South,ELECTRONICS,646.0,100.3135294117647,1,0,1,0.2551298701298701,2025,4,2,17,2025-04-21,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,335.0,390.0,491.0,397.5,66.47555941848101,-156.0,42,0,1,0.143237
2025-W18,South,ELECTRONICS,306.0,131.61375,1,0,0,0.030640074211502773,2025,5,2,18,2025-04-28,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,646.0,335.0,374.0,436.25,141.72831991760387,272.0,43,0,5,0.069625
2025-W19,South,ELECTRONICS,344.0,98.53125,1,0,1,0.24707792207792206,2025,5,2,19,2025-05-05,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,306.0,646.0,390.0,419.25,155.12871000129752,-84.0,44,0,6,0.07055
2025-W20,South,ELECTRONICS,237.0,128.09166666666667,1,0,1,0.1257235621521336,2025,5,2,20,2025-05-12,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,344.0,306.0,335.0,407.75,159.65875067363726,9.0,45,0,7,0.056862
2025-W21,South,ELECTRONICS,216.0,82.096,1,0,1,0.22478664192949904,2025,5,2,21,2025-05-19,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,237.0,344.0,646.0,383.25,180.67904324150786,-409.0,46,0,10,0.04428
2025-W22,South,ELECTRONICS,371.0,130.21333333333334,1,0,1,0.1653246753246753,2025,5,2,22,2025-05-26,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,216.0,237.0,306.0,275.75,59.567188954994364,-90.0,47,0,2,0.100678
2025-W23,South,ELECTRONICS,233.0,132.40666666666667,1,0,1,0.1527891156462585,2025,6,2,23,2025-06-02,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,371.0,216.0,344.0,292.0,76.9112042119569,27.0,48,0,8,0.050075
2025-W24,South,ELECTRONICS,210.0,152.822,1,0,1,0.2516141001855287,2025,6,2,24,2025-06-09,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,233.0,371.0,237.0,264.25,71.74666078176277,-4.0,49,0,10,0.047967
2025-W25,South,ELECTRONICS,411.0,112.043,1,0,1,0.1513450834879406,2025,6,2,25,2025-06-16,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,210.0,233.0,216.0,257.5,76.29110913686691,-6.0,50,0,2,0.09849
2025-W26,South,ELECTRONICS,459.0,143.19,1,0,1,0.14568645640074213,2025,6,2,26,2025-06-23,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,411.0,210.0,371.0,306.25,99.65732955148526,40.0,51,0,3,0.098922
2025-W27,South,ELECTRONICS,318.0,122.895,1,0,1,0.08361008039579468,2025,7,3,27,2025-06-30,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,459.0,411.0,233.0,328.25,125.16489124351128,226.0,52,0,6,0.070214
2025-W28,South,ELECTRONICS,527.0,125.02,1,0,1,0.1736734693877551,2025,7,3,28,2025-07-07,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,318.0,459.0,210.0,349.5,109.88630487917958,108.0,53,0,1,0.1097
2025-W29,South,ELECTRONICS,242.0,160.35875,1,0,1,0.11903125445982586,2025,7,3,29,2025-07-14,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,527.0,318.0,411.0,428.75,87.84218804196537,116.0,54,0,8,0.056227
2025-W30,South,ELECTRONICS,382.0,110.35333333333334,1,0,1,0.20013986013986013,2025,7,3,30,2025-07-21,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,242.0,527.0,459.0,386.5,129.83194265408395,-217.0,55,0,3,0.118413
2025-W31,South,ELECTRONICS,300.0,114.49571428571429,0,0,1,0.12144871794871792,2025,7,3,31,2025-07-28,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,382.0,242.0,318.0,367.25,120.90044113512023,64.0,56,0,4,0.067507
2025-W32,South,ELECTRONICS,143.0,111.62,0,0,1,0.18465873015873016,2025,8,3,32,2025-08-04,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,300.0,382.0,527.0,362.75,123.6483589323638,-227.0,57,0,8,0.049515
2025-W33,South,ELECTRONICS,365.0,97.28,0,0,1,0.1398506493506493,2025,8,3,33,2025-08-11,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,143.0,300.0,242.0,266.75,100.52321456592338,-99.0,58,0,2,0.100357
2025-W34,South,ELECTRONICS,303.0,109.178,0,0,1,0.21447330447330448,2025,8,3,34,2025-08-18,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,365.0,143.0,382.0,297.5,108.89291375781379,-17.0,59,0,3,0.093346
2025-W35,South,ELECTRONICS,202.0,118.03800000000001,0,0,1,0.1788210678210678,2025,8,3,35,2025-08-25,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,303.0,365.0,300.0,277.75,94.69732484781889,3.0,60,0,5,0.066667
2025-W36,South,ELECTRONICS,401.0,162.2188888888889,0,0,1,0.1608214285714286,2025,9,3,36,2025-09-01,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,202.0,303.0,143.0,253.25,99.57367456645692,59.0,61,0,3,0.133046
2025-W37,South,ELECTRONICS,249.0,114.65499999999999,0,0,1,0.23549999999999996,2025,9,3,37,2025-09-08,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,401.0,202.0,365.0,317.75,87.13734369755983,36.0,62,0,2,0.092737
2025-W38,South,ELECTRONICS,242.0,125.16399999999999,0,0,1,0.02104308390022674,2025,9,3,38,2025-09-15,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,249.0,401.0,303.0,288.75,85.45710424924701,-54.0,63,0,3,0.072217
2025-W39,South,ELECTRONICS,237.0,115.94000000000001,0,0,1,0.20460317460317462,2025,9,3,39,2025-09-22,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,242.0,249.0,202.0,273.5,87.4852368498061,40.0,64,0,3,0.080285
2025-W40,South,ELECTRONICS,300.0,102.23833333333334,0,0,1,0.1449801587301587,2025,9,3,40,2025-09-29,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,237.0,242.0,401.0,282.25,79.31950159534121,-164.0,65,0,2,0.12859
2025-W41,South,ELECTRONICS,231.0,138.26399999999998,0,0,1,0.012644557823129272,2025,10,4,41,2025-10-06,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,300.0,237.0,249.0,257.0,29.086079144498026,51.0,66,1,3,0.091922
2025-W42,South,ELECTRONICS,164.0,74.155,0,0,1,0.020925170068027212,2025,10,4,42,2025-10-13,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,231.0,300.0,242.0,252.5,31.984371183439,-11.0,67,1,3,0.072183
2025-W43,South,ELECTRONICS,33.0,124.95,0,0,1,0.0984761904761905,2025,10,4,43,2025-10-20,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,164.0,231.0,237.0,233.0,55.587768438749215,-73.0,68,1,17,0.016051
2025-W44,South,ELECTRONICS,75.0,80.67,0,0,1,0.10064285714285712,2025,10,4,44,2025-10-27,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,33.0,164.0,300.0,182.0,113.79806676741043,-267.0,69,1,12,0.038941
2025-W45,South,ELECTRONICS,236.0,169.59,0,0,0,-0.0019999999999999623,2025,11,4,45,2025-11-03,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,75.0,33.0,231.0,125.75,88.9170962188937,-156.0,70,1,1,0.146221
2025-W46,South,ELECTRONICS,47.0,191.09,0,0,1,0.06335714285714286,2025,11,4,46,2025-11-10,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,236.0,75.0,164.0,127.0,90.90287857561681,72.0,71,1,12,0.033333
2025-W47,South,ELECTRONICS,35.0,32.16,0,0,0,0.10726190476190475,2025,11,4,47,2025-11-17,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,47.0,236.0,33.0,97.75,93.80609432938424,14.0,72,1,15,0.024306
2025-W48,South,ELECTRONICS,73.0,143.075,0,0,1,0.1213095238095238,2025,11,4,48,2025-11-24,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,35.0,47.0,75.0,98.25,93.35014729500968,-40.0,73,1,7,0.047433
2025-W49,South,ELECTRONICS,50.0,192.65,0,0,0,0.021428571428571432,2025,12,4,49,2025-12-01,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,73.0,35.0,236.0,97.75,93.5213879281098,-163.0,74,1,8,0.058962
2025-W50,South,ELECTRONICS,92.0,136.18,0,0,1,-0.003809523809523842,2025,12,4,50,2025-12-08,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,50.0,73.0,47.0,51.25,15.882380174268604,3.0,75,1,3,0.158076
2025-W52,South,ELECTRONICS,80.0,111.515,0,0,0,-0.32642857142857146,2025,12,4,52,2025-12-22,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,92.0,50.0,35.0,62.5,25.11971337416095,57.0,77,1,4,0.081633
2026-W01,South,ELECTRONICS,33.0,30.82,0,0,1,-0.21714285714285714,2026,1,1,1,2025-12-29,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,80.0,92.0,73.0,73.75,17.670597047072302,7.0,78,0,6,0.07783
2026-W02,South,ELECTRONICS,32.0,34.12,0,0,0,-0.28857142857142865,2026,1,1,2,2026-01-05,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,33.0,80.0,50.0,63.75,27.06011825546962,-17.0,79,0,5,0.095808
2026-W03,South,ELECTRONICS,77.0,37.995000000000005,0,0,0,-0.10800000000000001,2026,1,1,3,2026-01-12,74.05533893221356,134.85384523095382,0.3865506898620276,60.79850629874025,0.42874679424115175,0.05072288962207558,269.70769046190765,0.010945882423515296,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.002189176484703059,0.067864,32.0,33.0,92.0,59.25,31.27698834606683,-60.0,80,0,1,0.21875
2024-W30,South,HOME,30.0,160.14,0,1,1,0.6121428571428572,2024,7,3,30,2024-07-22,102.33985585585584,111.21506306306307,0.8488468468468469,8.87520720720721,-0.9938938072072073,0.07009594954954955,222.43012612612614,0.024036846846846847,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.004807369369369369,0.149028,,,,,,,3,0,8,0.065359
2024-W31,South,HOME,29.0,81.53,0,1,0,-0.042142857142857114,2024,8,3,31,2024-07-29,102.33985585585584,111.21506306306307,0.8488468468468469,8.87520720720721,-0.9938938072072073,0.07009594954954955,222.43012612612614,0.024036846846846847,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.004807369369369369,0.149028,30.0,,,30.0,,,4,0,10,0.044343
2024-W32,South,HOME,68.0,41.09,0,1,1,0.1714285714285714,2024,8,3,32,2024-08-05,102.33985585585584,111.21506306306307,0.8488468468468469,8.87520720720721,-0.9938938072072073,0.07009594954954955,222.43012612612614,0.024036846846846847,WH-SOUTH,115000,1700,1.5,1,500,1.0,500,0.004807369369369369,0.149028,29.0,30.0,,29.5,0.7071067811865476,,5,0,6,0.05852
