canonical_warehouse_id,sku_id,starting_inventory_units,inventory_value_usd,daily_holding_cost_usd
WH-NORTH,SKU-102241,2084,99031.68,67.83
WH-NORTH,SKU-102244,661,19869.66,13.6093
WH-NORTH,SKU-102248,534,63754.26,43.6673
WH-NORTH,SKU-102264,1923,75016.23,51.3806
WH-NORTH,SKU-102274,1602,132773.76,90.9407
WH-NORTH,SKU-102276,1224,117956.88,80.7926
WH-NORTH,SKU-102280,2629,79027.74,54.1285
WH-NORTH,SKU-102282,2237,87265.37,59.7704
WH-NORTH,SKU-102297,1172,45286.08,31.0182
WH-NORTH,SKU-102301,1626,87852.78,60.1734
WH-NORTH,SKU-102302,1950,232810.5,159.4593
WH-NORTH,SKU-102303,616,52815.84,36.1752
WH-NORTH,SKU-102304,2624,133771.52,91.6248
WH-NORTH,SKU-102305,2436,36491.28,24.9934
WH-NORTH,SKU-102306,1537,34305.84,23.4977
WH-NORTH,SKU-102307,585,36182.25,24.7824
WH-NORTH,SKU-102308,734,82560.32,56.5481
WH-NORTH,SKU-102321,740,63447.6,43.4572
WH-NORTH,SKU-102331,2084,99031.68,67.83
WH-NORTH,SKU-102335,2627,312875.7,214.2975
WH-NORTH,SKU-102342,2006,44773.92,30.6677
WH-NORTH,SKU-102350,1953,133370.37,91.3496
WH-NORTH,SKU-102359,2935,43966.3,30.1131
WH-NORTH,SKU-102363,2638,313605.44,214.7992
WH-NORTH,SKU-102364,1602,132773.76,90.9407
WH-NORTH,SKU-102366,1224,117956.88,80.7926
WH-NORTH,SKU-102367,872,41437.44,28.3819
WH-NORTH,SKU-102369,2958,114297.12,78.2864
WH-NORTH,SKU-102370,2629,79027.74,54.1285
WH-NORTH,SKU-102375,1382,118492.68,81.1593
WH-NORTH,SKU-102377,2561,38363.78,26.2759
WH-NORTH,SKU-102378,2959,66044.88,45.2372
WH-NORTH,SKU-102380,1339,150610.72,103.1579
WH-NORTH,SKU-102385,965,45856.8,31.4088
WH-NORTH,SKU-102387,1172,45286.08,31.0182
WH-NORTH,SKU-102394,2624,133771.52,91.6248
WH-NORTH,SKU-102399,1460,173564.8,118.8805
WH-NORTH,SKU-102400,2488,206205.44,141.2363
WH-NORTH,SKU-102404,2579,176119.91,120.6301
WH-NORTH,SKU-102407,1780,211998.0,145.2035
WH-NORTH,SKU-102415,1353,83683.05,57.3171
WH-NORTH,SKU-102418,797,66055.36,45.2433
WH-NORTH,SKU-102427,2448,132265.44,90.5931
WH-NORTH,SKU-102445,2932,158415.96,108.5045
WH-NORTH,SKU-102448,822,41905.56,28.7026
WH-NORTH,SKU-102449,2935,43966.3,30.1131
WH-NORTH,SKU-102457,872,41437.44,28.3819
WH-NORTH,SKU-102460,2629,79027.74,54.1285
WH-NORTH,SKU-102463,2593,140099.79,95.9592
WH-NORTH,SKU-102468,2959,66044.88,45.2372
WH-NORTH,SKU-102476,1842,125790.18,86.1577
WH-NORTH,SKU-102477,1172,45286.08,31.0182
WH-NORTH,SKU-102479,2816,335385.6,229.7152
WH-NORTH,SKU-102481,1626,87852.78,60.1734
WH-NORTH,SKU-102482,1950,232810.5,159.4593
WH-NORTH,SKU-102485,2436,36491.28,24.9934
WH-NORTH,SKU-102486,1537,34305.84,23.4977
WH-NORTH,SKU-102492,2942,283520.54,194.1926
WH-NORTH,SKU-102504,801,17878.32,12.2457
WH-NORTH,SKU-102506,510,57364.8,39.2909
WH-NORTH,SKU-102508,797,66055.36,45.2433
WH-NORTH,SKU-102510,1588,153035.56,104.8191
WH-NORTH,SKU-102518,534,63754.26,43.6673
WH-NORTH,SKU-102519,790,67734.6,46.3935
WH-NORTH,SKU-102522,2006,44773.92,30.6677
WH-NORTH,SKU-102526,1960,162444.8,111.2633
WH-NORTH,SKU-102528,2917,281111.29,192.5424
WH-NORTH,SKU-102531,1068,41267.52,28.2657
WH-NORTH,SKU-102538,822,41905.56,28.7026
WH-NORTH,SKU-102539,2935,43966.3,30.1131
WH-NORTH,SKU-102542,2646,297622.08,203.8505
WH-NORTH,SKU-102543,2638,313605.44,214.7992
WH-NORTH,SKU-102544,1602,132773.76,90.9407
WH-NORTH,SKU-102549,2958,114297.12,78.2864
WH-NORTH,SKU-102550,2629,79027.74,54.1285
WH-NORTH,SKU-102551,970,115527.0,79.1277
WH-NORTH,SKU-102552,2237,87265.37,59.7704
WH-NORTH,SKU-102555,1382,118492.68,81.1593
WH-NORTH,SKU-102561,1256,149313.28,102.2698
WH-NORTH,SKU-102563,2251,90917.89,62.2717
WH-NORTH,SKU-102569,2816,335385.6,229.7152
WH-NORTH,SKU-102573,616,52815.84,36.1752
WH-NORTH,SKU-102580,2488,206205.44,141.2363
WH-NORTH,SKU-102581,1894,76498.66,52.3956
WH-NORTH,SKU-102583,920,43718.4,29.9442
WH-NORTH,SKU-102587,1780,211998.0,145.2035
WH-NORTH,SKU-102597,1372,163103.36,111.7151
WH-NORTH,SKU-102599,1875,75731.25,51.87
WH-NORTH,SKU-102600,1588,153035.56,104.8191
WH-NORTH,SKU-102610,2115,107822.7,73.8516
WH-NORTH,SKU-102617,2851,115151.89,78.8701
WH-NORTH,SKU-102621,1068,41267.52,28.2657
WH-NORTH,SKU-102636,1224,117956.88,80.7926
WH-NORTH,SKU-102638,2832,193397.28,132.464
WH-NORTH,SKU-102639,2958,114297.12,78.2864
WH-NORTH,SKU-102646,2401,122402.98,83.8381
WH-NORTH,SKU-102650,1339,150610.72,103.1579
WH-NORTH,SKU-102651,1256,149313.28,102.2698
WH-NORTH,SKU-102653,2251,90917.89,62.2717
WH-NORTH,SKU-102654,2189,210953.93,144.4893
WH-NORTH,SKU-102656,1842,125790.18,86.1577
WH-NORTH,SKU-102657,1172,45286.08,31.0182
WH-NORTH,SKU-102659,2816,335385.6,229.7152
WH-NORTH,SKU-102661,1626,87852.78,60.1734
WH-NORTH,SKU-102663,616,52815.84,36.1752
WH-NORTH,SKU-102668,734,82560.32,56.5481
WH-NORTH,SKU-102671,1894,76498.66,52.3956
WH-NORTH,SKU-102676,566,17013.96,11.6534
WH-NORTH,SKU-102677,1780,211998.0,145.2035
WH-NORTH,SKU-102684,801,17878.32,12.2457
WH-NORTH,SKU-102686,510,57364.8,39.2909
WH-NORTH,SKU-102687,1372,163103.36,111.7151
WH-NORTH,SKU-102697,2448,132265.44,90.5931
WH-NORTH,SKU-102699,790,67734.6,46.3935
WH-NORTH,SKU-102702,2006,44773.92,30.6677
WH-NORTH,SKU-102706,1960,162444.8,111.2633
WH-NORTH,SKU-102716,1232,147088.48,100.7456
WH-NORTH,SKU-102731,970,115527.0,79.1277
WH-NORTH,SKU-102732,2237,87265.37,59.7704
WH-NORTH,SKU-102735,1382,118492.68,81.1593
WH-NORTH,SKU-102736,2401,122402.98,83.8381
WH-NORTH,SKU-102737,2561,38363.78,26.2759
WH-NORTH,SKU-102741,1256,149313.28,102.2698
WH-NORTH,SKU-102748,888,26693.28,18.283
WH-NORTH,SKU-102762,2942,283520.54,194.1926
WH-NORTH,SKU-102765,592,22874.88,15.6679
WH-NORTH,SKU-102776,510,57364.8,39.2909
WH-NORTH,SKU-102788,534,63754.26,43.6673
WH-NORTH,SKU-102804,1923,75016.23,51.3806
WH-NORTH,SKU-102813,2638,313605.44,214.7992
WH-NORTH,SKU-102817,872,41437.44,28.3819
WH-NORTH,SKU-102818,2832,193397.28,132.464
WH-NORTH,SKU-102819,2958,114297.12,78.2864
WH-NORTH,SKU-102847,585,36182.25,24.7824
WH-NORTH,SKU-102849,1460,173564.8,118.8805
WH-NORTH,SKU-102850,2488,206205.44,141.2363
WH-NORTH,SKU-102863,1425,21346.5,14.6205
WH-NORTH,SKU-102868,797,66055.36,45.2433
WH-NORTH,SKU-102872,2102,143545.58,98.3189
WH-NORTH,SKU-102873,1287,49729.68,34.0617
WH-NORTH,SKU-102882,2006,44773.92,30.6677
WH-NORTH,SKU-102884,2483,279287.84,191.2928
WH-NORTH,SKU-102886,1960,162444.8,111.2633
WH-NORTH,SKU-102894,1923,75016.23,51.3806
WH-NORTH,SKU-102897,2315,198488.1,135.9507
WH-NORTH,SKU-102899,2935,43966.3,30.1131
WH-NORTH,SKU-102907,872,41437.44,28.3819
WH-NORTH,SKU-102912,2237,87265.37,59.7704
WH-NORTH,SKU-102919,2822,174540.7,119.5484
WH-NORTH,SKU-102920,1339,150610.72,103.1579
WH-NORTH,SKU-102923,2251,90917.89,62.2717
WH-NORTH,SKU-102926,1842,125790.18,86.1577
WH-NORTH,SKU-102942,2942,283520.54,194.1926
WH-NORTH,SKU-102945,592,22874.88,15.6679
WH-NORTH,SKU-102949,862,46573.86,31.9
WH-NORTH,SKU-102952,2016,102775.68,70.3947
WH-NORTH,SKU-102953,1425,21346.5,14.6205
WH-NORTH,SKU-102957,1372,163103.36,111.7151
WH-NORTH,SKU-102964,661,19869.66,13.6093
WH-NORTH,SKU-102965,2627,312875.7,214.2975
WH-NORTH,SKU-102972,2006,44773.92,30.6677
WH-NORTH,SKU-102973,2669,165077.65,113.0668
WH-NORTH,SKU-102979,2079,98794.08,67.6673
WH-NORTH,SKU-102985,2932,158415.96,108.5045
WH-NORTH,SKU-102986,1232,147088.48,100.7456
WH-NORTH,SKU-102987,2315,198488.1,135.9507
WH-NORTH,SKU-102988,822,41905.56,28.7026
WH-NORTH,SKU-102990,1494,33346.08,22.8403
WH-NORTH,SKU-102996,1224,117956.88,80.7926
WH-NORTH,SKU-103009,2822,174540.7,119.5484
WH-NORTH,SKU-103010,1339,150610.72,103.1579
WH-NORTH,SKU-103034,2579,176119.91,120.6301
WH-NORTH,SKU-103043,1425,21346.5,14.6205
WH-NORTH,SKU-103049,1875,75731.25,51.87
WH-NORTH,SKU-103054,661,19869.66,13.6093
WH-NORTH,SKU-103061,2210,33105.8,22.6746
WH-NORTH,SKU-103063,2669,165077.65,113.0668
WH-NORTH,SKU-103066,1960,162444.8,111.2633
WH-NORTH,SKU-103068,2917,281111.29,192.5424
WH-NORTH,SKU-103070,1953,133370.37,91.3496
WH-NORTH,SKU-103077,2315,198488.1,135.9507
WH-NORTH,SKU-103078,822,41905.56,28.7026
WH-NORTH,SKU-103081,2809,173736.65,118.9977
WH-NORTH,SKU-103090,2629,79027.74,54.1285
WH-NORTH,SKU-103091,970,115527.0,79.1277
WH-NORTH,SKU-103098,2959,66044.88,45.2372
WH-NORTH,SKU-103108,888,26693.28,18.283
WH-NORTH,SKU-103109,2816,335385.6,229.7152
WH-NORTH,SKU-103112,1950,232810.5,159.4593
WH-NORTH,SKU-103114,2624,133771.52,91.6248
WH-NORTH,SKU-103116,1537,34305.84,23.4977
WH-NORTH,SKU-103121,1894,76498.66,52.3956
WH-NORTH,SKU-103126,566,17013.96,11.6534
WH-NORTH,SKU-103132,2016,102775.68,70.3947
WH-NORTH,SKU-103135,1353,83683.05,57.3171
WH-NORTH,SKU-103136,510,57364.8,39.2909
WH-NORTH,SKU-103143,1287,49729.68,34.0617
WH-NORTH,SKU-103146,968,37761.68,25.864
WH-NORTH,SKU-103152,2006,44773.92,30.6677
WH-NORTH,SKU-103170,1494,33346.08,22.8403
WH-NORTH,SKU-103180,2629,79027.74,54.1285
WH-NORTH,SKU-103181,970,115527.0,79.1277
WH-NORTH,SKU-103183,2593,140099.79,95.9592
WH-NORTH,SKU-103190,1339,150610.72,103.1579
WH-NORTH,SKU-103192,1131,93737.28,64.2035
WH-NORTH,SKU-103199,2816,335385.6,229.7152
WH-NORTH,SKU-103210,2488,206205.44,141.2363
WH-NORTH,SKU-103222,2016,102775.68,70.3947
WH-NORTH,SKU-103231,2084,99031.68,67.83
WH-NORTH,SKU-103238,534,63754.26,43.6673
WH-NORTH,SKU-103240,2115,107822.7,73.8516
WH-NORTH,SKU-103241,2210,33105.8,22.6746
WH-NORTH,SKU-103250,1953,133370.37,91.3496
WH-NORTH,SKU-103256,1232,147088.48,100.7456
WH-NORTH,SKU-103259,2935,43966.3,30.1131
WH-NORTH,SKU-103260,1494,33346.08,22.8403
WH-NORTH,SKU-103263,2638,313605.44,214.7992
WH-NORTH,SKU-103268,2832,193397.28,132.464
WH-NORTH,SKU-103276,2401,122402.98,83.8381
WH-NORTH,SKU-103294,2624,133771.52,91.6248
WH-NORTH,SKU-103298,734,82560.32,56.5481
WH-NORTH,SKU-103314,801,17878.32,12.2457
WH-NORTH,SKU-103316,510,57364.8,39.2909
WH-NORTH,SKU-103321,2084,99031.68,67.83
WH-NORTH,SKU-103325,2627,312875.7,214.2975
WH-NORTH,SKU-103326,968,37761.68,25.864
WH-NORTH,SKU-103332,2006,44773.92,30.6677
WH-NORTH,SKU-103336,1960,162444.8,111.2633
WH-NORTH,SKU-103340,1953,133370.37,91.3496
WH-NORTH,SKU-103348,822,41905.56,28.7026
WH-NORTH,SKU-103354,1602,132773.76,90.9407
WH-NORTH,SKU-103360,2629,79027.74,54.1285
WH-NORTH,SKU-103366,2401,122402.98,83.8381
WH-NORTH,SKU-103370,1339,150610.72,103.1579
WH-NORTH,SKU-103371,1256,149313.28,102.2698
WH-NORTH,SKU-103380,2892,112816.92,77.2713
WH-NORTH,SKU-103383,616,52815.84,36.1752
WH-NORTH,SKU-103388,734,82560.32,56.5481
WH-NORTH,SKU-103390,2488,206205.44,141.2363
WH-NORTH,SKU-103399,862,46573.86,31.9
WH-NORTH,SKU-103404,801,17878.32,12.2457
WH-NORTH,SKU-103411,2084,99031.68,67.83
WH-NORTH,SKU-103412,2102,143545.58,98.3189
WH-NORTH,SKU-103415,2627,312875.7,214.2975
WH-NORTH,SKU-103423,2669,165077.65,113.0668
WH-NORTH,SKU-103425,1462,173802.56,119.0434
WH-NORTH,SKU-103428,2917,281111.29,192.5424
WH-NORTH,SKU-103436,1232,147088.48,100.7456
WH-NORTH,SKU-103439,2935,43966.3,30.1131
WH-NORTH,SKU-103445,646,26091.94,17.8709
WH-NORTH,SKU-103446,1224,117956.88,80.7926
WH-NORTH,SKU-103447,872,41437.44,28.3819
WH-NORTH,SKU-103452,2237,87265.37,59.7704
WH-NORTH,SKU-103457,2561,38363.78,26.2759
WH-NORTH,SKU-103462,1131,93737.28,64.2035
WH-NORTH,SKU-103470,2892,112816.92,77.2713
WH-NORTH,SKU-103481,1894,76498.66,52.3956
WH-NORTH,SKU-103493,1425,21346.5,14.6205
WH-NORTH,SKU-103500,1588,153035.56,104.8191
WH-NORTH,SKU-103511,2210,33105.8,22.6746
WH-NORTH,SKU-103514,2483,279287.84,191.2928
WH-NORTH,SKU-103518,2917,281111.29,192.5424
WH-NORTH,SKU-103519,2079,98794.08,67.6673
WH-NORTH,SKU-103520,1953,133370.37,91.3496
WH-NORTH,SKU-103526,1232,147088.48,100.7456
WH-NORTH,SKU-103527,2315,198488.1,135.9507
WH-NORTH,SKU-103529,2935,43966.3,30.1131
WH-NORTH,SKU-103533,2638,313605.44,214.7992
WH-NORTH,SKU-103541,970,115527.0,79.1277
WH-NORTH,SKU-103545,1382,118492.68,81.1593
WH-NORTH,SKU-103547,2561,38363.78,26.2759
WH-NORTH,SKU-103564,2624,133771.52,91.6248
WH-NORTH,SKU-103567,585,36182.25,24.7824
WH-NORTH,SKU-103571,1894,76498.66,52.3956
WH-NORTH,SKU-103584,801,17878.32,12.2457
WH-NORTH,SKU-103587,1372,163103.36,111.7151
WH-NORTH,SKU-103592,2102,143545.58,98.3189
WH-NORTH,SKU-103620,1494,33346.08,22.8403
WH-NORTH,SKU-103638,2959,66044.88,45.2372
WH-NORTH,SKU-103643,2251,90917.89,62.2717
WH-NORTH,SKU-103645,965,45856.8,31.4088
WH-NORTH,SKU-103651,1626,87852.78,60.1734
WH-NORTH,SKU-103652,1950,232810.5,159.4593
WH-NORTH,SKU-103654,2624,133771.52,91.6248
WH-NORTH,SKU-103668,1615,63001.15,43.1512
WH-NORTH,SKU-103670,2807,335127.73,229.5396
WH-NORTH,SKU-103673,1425,21346.5,14.6205
WH-NORTH,SKU-103678,797,66055.36,45.2433
WH-NORTH,SKU-103679,1875,75731.25,51.87
WH-NORTH,SKU-103685,2627,312875.7,214.2975
WH-NORTH,SKU-103686,968,37761.68,25.864
WH-NORTH,SKU-103695,1462,173802.56,119.0434
WH-NORTH,SKU-103697,2851,115151.89,78.8701
WH-NORTH,SKU-103708,822,41905.56,28.7026
WH-NORTH,SKU-103714,1602,132773.76,90.9407
WH-NORTH,SKU-103716,1224,117956.88,80.7926
WH-NORTH,SKU-103722,2237,87265.37,59.7704
WH-NORTH,SKU-103728,2959,66044.88,45.2372
WH-NORTH,SKU-103730,1339,150610.72,103.1579
WH-NORTH,SKU-103737,1172,45286.08,31.0182
WH-NORTH,SKU-103745,2436,36491.28,24.9934
WH-NORTH,SKU-103746,1537,34305.84,23.4977
WH-NORTH,SKU-103749,1460,173564.8,118.8805
WH-NORTH,SKU-103763,1425,21346.5,14.6205
WH-NORTH,SKU-103766,510,57364.8,39.2909
WH-NORTH,SKU-103767,1372,163103.36,111.7151
WH-NORTH,SKU-103775,2627,312875.7,214.2975
WH-NORTH,SKU-103782,2006,44773.92,30.6677
WH-NORTH,SKU-103786,1960,162444.8,111.2633
WH-NORTH,SKU-103796,1232,147088.48,100.7456
WH-NORTH,SKU-103798,822,41905.56,28.7026
WH-NORTH,SKU-103800,1494,33346.08,22.8403
WH-NORTH,SKU-103803,2638,313605.44,214.7992
WH-NORTH,SKU-103807,872,41437.44,28.3819
WH-NORTH,SKU-103812,2237,87265.37,59.7704
WH-NORTH,SKU-103814,2477,295729.03,202.5542
WH-NORTH,SKU-103815,1382,118492.68,81.1593
WH-NORTH,SKU-103817,2561,38363.78,26.2759
WH-NORTH,SKU-103828,888,26693.28,18.283
WH-NORTH,SKU-103829,2816,335385.6,229.7152
WH-NORTH,SKU-103832,1950,232810.5,159.4593
WH-NORTH,SKU-103834,2624,133771.52,91.6248
WH-NORTH,SKU-103836,1537,34305.84,23.4977
WH-NORTH,SKU-103842,2942,283520.54,194.1926
WH-NORTH,SKU-103849,862,46573.86,31.9
WH-NORTH,SKU-103855,1353,83683.05,57.3171
WH-NORTH,SKU-103863,1287,49729.68,34.0617
WH-NORTH,SKU-103865,2627,312875.7,214.2975
WH-NORTH,SKU-103874,2483,279287.84,191.2928
WH-NORTH,SKU-103875,1462,173802.56,119.0434
WH-NORTH,SKU-103876,1960,162444.8,111.2633
WH-NORTH,SKU-103878,2917,281111.29,192.5424
WH-NORTH,SKU-103879,2079,98794.08,67.6673
WH-NORTH,SKU-103895,646,26091.94,17.8709
WH-NORTH,SKU-103900,2629,79027.74,54.1285
WH-NORTH,SKU-103905,1382,118492.68,81.1593
WH-NORTH,SKU-103910,1339,150610.72,103.1579
WH-NORTH,SKU-103916,1842,125790.18,86.1577
WH-NORTH,SKU-103919,2816,335385.6,229.7152
WH-NORTH,SKU-103923,616,52815.84,36.1752
WH-NORTH,SKU-103924,2624,133771.52,91.6248
WH-NORTH,SKU-103925,2436,36491.28,24.9934
WH-NORTH,SKU-103926,1537,34305.84,23.4977
WH-NORTH,SKU-103927,585,36182.25,24.7824
WH-NORTH,SKU-103929,1460,173564.8,118.8805
WH-NORTH,SKU-103931,1894,76498.66,52.3956
WH-NORTH,SKU-103941,740,63447.6,43.4572
WH-NORTH,SKU-103946,510,57364.8,39.2909
WH-NORTH,SKU-103948,797,66055.36,45.2433
WH-NORTH,SKU-103952,2102,143545.58,98.3189
WH-NORTH,SKU-103956,968,37761.68,25.864
WH-NORTH,SKU-103969,2079,98794.08,67.6673
WH-NORTH,SKU-103974,1923,75016.23,51.3806
WH-NORTH,SKU-103977,2315,198488.1,135.9507
WH-NORTH,SKU-103984,1602,132773.76,90.9407
WH-NORTH,SKU-103992,2237,87265.37,59.7704
WH-NORTH,SKU-103993,2593,140099.79,95.9592
WH-NORTH,SKU-103996,2401,122402.98,83.8381
WH-NORTH,SKU-104004,2189,210953.93,144.4893
WH-NORTH,SKU-104018,734,82560.32,56.5481
WH-NORTH,SKU-104020,2488,206205.44,141.2363
WH-NORTH,SKU-104021,1894,76498.66,52.3956
WH-NORTH,SKU-104038,797,66055.36,45.2433
WH-NORTH,SKU-104040,1588,153035.56,104.8191
WH-NORTH,SKU-104045,2627,312875.7,214.2975
WH-NORTH,SKU-104046,968,37761.68,25.864
WH-NORTH,SKU-104047,2448,132265.44,90.5931
WH-NORTH,SKU-104049,790,67734.6,46.3935
WH-NORTH,SKU-104067,2315,198488.1,135.9507
WH-NORTH,SKU-104081,970,115527.0,79.1277
WH-NORTH,SKU-104090,1339,150610.72,103.1579
WH-NORTH,SKU-104101,1626,87852.78,60.1734
WH-NORTH,SKU-104105,2436,36491.28,24.9934
WH-NORTH,SKU-104107,585,36182.25,24.7824
WH-NORTH,SKU-104113,920,43718.4,29.9442
WH-NORTH,SKU-104120,2807,335127.73,229.5396
WH-NORTH,SKU-104128,797,66055.36,45.2433
WH-NORTH,SKU-104132,2102,143545.58,98.3189
WH-NORTH,SKU-104141,2210,33105.8,22.6746
WH-NORTH,SKU-104143,2669,165077.65,113.0668
WH-NORTH,SKU-104145,1462,173802.56,119.0434
WH-NORTH,SKU-104168,2832,193397.28,132.464
WH-NORTH,SKU-104170,2629,79027.74,54.1285
WH-NORTH,SKU-104172,2237,87265.37,59.7704
WH-NORTH,SKU-104174,2477,295729.03,202.5542
WH-NORTH,SKU-104177,2561,38363.78,26.2759
WH-NORTH,SKU-104178,2959,66044.88,45.2372
WH-NORTH,SKU-104179,2822,174540.7,119.5484
WH-NORTH,SKU-104181,1256,149313.28,102.2698
WH-NORTH,SKU-104187,1172,45286.08,31.0182
WH-NORTH,SKU-104191,1626,87852.78,60.1734
WH-NORTH,SKU-104199,1460,173564.8,118.8805
WH-NORTH,SKU-104200,2488,206205.44,141.2363
WH-NORTH,SKU-104207,1780,211998.0,145.2035
WH-NORTH,SKU-104208,1615,63001.15,43.1512
WH-NORTH,SKU-104212,2016,102775.68,70.3947
WH-NORTH,SKU-104220,1588,153035.56,104.8191
WH-NORTH,SKU-104234,2483,279287.84,191.2928
WH-NORTH,SKU-104237,2851,115151.89,78.8701
WH-NORTH,SKU-104239,2079,98794.08,67.6673
WH-NORTH,SKU-104242,898,26993.88,18.4889
WH-NORTH,SKU-104243,1586,188892.6,129.378
WH-NORTH,SKU-104247,2315,198488.1,135.9507
WH-NORTH,SKU-104251,2809,173736.65,118.9977
WH-NORTH,SKU-104260,2629,79027.74,54.1285
WH-NORTH,SKU-104264,2477,295729.03,202.5542
WH-NORTH,SKU-104266,2401,122402.98,83.8381
WH-NORTH,SKU-104268,2959,66044.88,45.2372
WH-NORTH,SKU-104272,1131,93737.28,64.2035
WH-NORTH,SKU-104274,2189,210953.93,144.4893
WH-NORTH,SKU-104276,1842,125790.18,86.1577
WH-NORTH,SKU-104277,1172,45286.08,31.0182
WH-NORTH,SKU-104279,2816,335385.6,229.7152
WH-NORTH,SKU-104287,585,36182.25,24.7824
WH-NORTH,SKU-104297,1780,211998.0,145.2035
WH-NORTH,SKU-104298,1615,63001.15,43.1512
WH-NORTH,SKU-104300,2807,335127.73,229.5396
WH-NORTH,SKU-104310,1588,153035.56,104.8191
WH-NORTH,SKU-104312,2102,143545.58,98.3189
WH-NORTH,SKU-104321,2210,33105.8,22.6746
WH-NORTH,SKU-104328,2917,281111.29,192.5424
WH-NORTH,SKU-104330,1953,133370.37,91.3496
WH-NORTH,SKU-104336,1232,147088.48,100.7456
WH-NORTH,SKU-104337,2315,198488.1,135.9507
WH-NORTH,SKU-104338,822,41905.56,28.7026
WH-NORTH,SKU-104341,2809,173736.65,118.9977
WH-NORTH,SKU-104346,1224,117956.88,80.7926
WH-NORTH,SKU-104351,970,115527.0,79.1277
WH-NORTH,SKU-104353,2593,140099.79,95.9592
WH-NORTH,SKU-104355,1382,118492.68,81.1593
WH-NORTH,SKU-104363,2251,90917.89,62.2717
WH-NORTH,SKU-104364,2189,210953.93,144.4893
WH-NORTH,SKU-104366,1842,125790.18,86.1577
WH-NORTH,SKU-104393,1425,21346.5,14.6205
WH-NORTH,SKU-104394,801,17878.32,12.2457
WH-NORTH,SKU-104403,1287,49729.68,34.0617
WH-NORTH,SKU-104409,790,67734.6,46.3935
WH-NORTH,SKU-104420,1953,133370.37,91.3496
WH-NORTH,SKU-104429,2935,43966.3,30.1131
WH-NORTH,SKU-104430,1494,33346.08,22.8403
WH-NORTH,SKU-104433,2638,313605.44,214.7992
WH-NORTH,SKU-104439,2958,114297.12,78.2864
WH-NORTH,SKU-104450,1339,150610.72,103.1579
WH-NORTH,SKU-104457,1172,45286.08,31.0182
WH-NORTH,SKU-104460,2892,112816.92,77.2713
WH-NORTH,SKU-104462,1950,232810.5,159.4593
WH-NORTH,SKU-104470,2488,206205.44,141.2363
WH-NORTH,SKU-104471,1894,76498.66,52.3956
WH-NORTH,SKU-104481,740,63447.6,43.4572
WH-NORTH,SKU-104483,1425,21346.5,14.6205
WH-NORTH,SKU-104489,1875,75731.25,51.87
WH-NORTH,SKU-104491,2084,99031.68,67.83
WH-NORTH,SKU-104497,2448,132265.44,90.5931
WH-NORTH,SKU-104501,2210,33105.8,22.6746
WH-NORTH,SKU-104504,2483,279287.84,191.2928
WH-NORTH,SKU-104511,1068,41267.52,28.2657
WH-NORTH,SKU-104518,822,41905.56,28.7026
WH-NORTH,SKU-104520,1494,33346.08,22.8403
WH-NORTH,SKU-104521,2809,173736.65,118.9977
WH-NORTH,SKU-104534,2477,295729.03,202.5542
WH-NORTH,SKU-104542,1131,93737.28,64.2035
WH-NORTH,SKU-104556,1537,34305.84,23.4977
WH-NORTH,SKU-104568,1615,63001.15,43.1512
WH-NORTH,SKU-104570,2807,335127.73,229.5396
WH-NORTH,SKU-104578,797,66055.36,45.2433
WH-NORTH,SKU-104579,1875,75731.25,51.87
WH-NORTH,SKU-104596,1960,162444.8,111.2633
WH-NORTH,SKU-104599,2079,98794.08,67.6673
WH-NORTH,SKU-104603,1586,188892.6,129.378
WH-NORTH,SKU-104604,1923,75016.23,51.3806
WH-NORTH,SKU-104608,822,41905.56,28.7026
WH-NORTH,SKU-104610,1494,33346.08,22.8403
WH-NORTH,SKU-104611,2809,173736.65,118.9977
WH-NORTH,SKU-104624,2477,295729.03,202.5542
WH-NORTH,SKU-104626,2401,122402.98,83.8381
WH-NORTH,SKU-104629,2822,174540.7,119.5484
WH-NORTH,SKU-104640,2892,112816.92,77.2713
WH-NORTH,SKU-104652,2942,283520.54,194.1926
WH-NORTH,SKU-104661,740,63447.6,43.4572
WH-NORTH,SKU-104663,1425,21346.5,14.6205
WH-NORTH,SKU-104672,2102,143545.58,98.3189
WH-NORTH,SKU-104680,2115,107822.7,73.8516
WH-NORTH,SKU-104688,2917,281111.29,192.5424
WH-NORTH,SKU-104700,1494,33346.08,22.8403
WH-NORTH,SKU-104707,872,41437.44,28.3819
WH-NORTH,SKU-104711,970,115527.0,79.1277
WH-NORTH,SKU-104712,2237,87265.37,59.7704
WH-NORTH,SKU-104714,2477,295729.03,202.5542
WH-NORTH,SKU-104715,1382,118492.68,81.1593
WH-NORTH,SKU-104728,888,26693.28,18.283
WH-NORTH,SKU-104733,616,52815.84,36.1752
WH-NORTH,SKU-104734,2624,133771.52,91.6248
WH-NORTH,SKU-104738,734,82560.32,56.5481
WH-NORTH,SKU-104741,1894,76498.66,52.3956
WH-NORTH,SKU-104747,1780,211998.0,145.2035
WH-NORTH,SKU-104753,1425,21346.5,14.6205
WH-NORTH,SKU-104754,801,17878.32,12.2457
WH-NORTH,SKU-104757,1372,163103.36,111.7151
WH-NORTH,SKU-104762,2102,143545.58,98.3189
WH-NORTH,SKU-104771,2210,33105.8,22.6746
WH-NORTH,SKU-104780,1953,133370.37,91.3496
WH-NORTH,SKU-104785,2932,158415.96,108.5045
WH-NORTH,SKU-104787,2315,198488.1,135.9507
